id|name|faction_id|source_id|role|unit_composition|Cost|cost_per_unit
24|meganobz|ork|46.0|elites|if this unit contains 4 or more models, it has <b>power rating 12</b>. if this unit contains 7 or more models, it has <b>power rating 18</b>. every model is equipped with: kustom shoota; power klaw; stikkbombs.||False
25|kommandos|ork|46.0|elites|if this unit contains 6 or more models, it has <b>power rating 8</b>. if this unit contains 11 or more models, it has <b>power rating 12</b>. every model is equipped with: slugga; choppa; stikkbombs.||False
26|trukk|ork|46.0|dedicated transport|a trukk is equipped with: big shoota.||False
27|stormboyz|ork|46.0|fast attack|if this unit contains 6 or more models, it has <b>power rating 6</b>. if this unit contains 11 or more models, it has <b>power rating 9</b>. every model is equipped with: slugga; choppa; stikkbombs.||False
28|deffkoptas|ork|46.0|fast attack|if this unit contains 4 or more models, it has <b>power rating 16</b>. every model is equipped with: kopta rokkits; slugga; spinnin’ blades; stikkbombs.||False
29|dakkajet|ork|46.0|flyers|a dakkajet is equipped with: 4 supa-shootas.||False
30|burna-bommer|ork|46.0|flyers|a burna-bommer is equipped with: 2 burna bombs; 2 supa-shootas; twin big shoota.||False
31|blitza-bommer|ork|46.0|flyers|a blitza-bommer is equipped with: big shoota; 2 boom bombs; 2 supa-shootas.||False
32|wazbom blastajet|ork|46.0|flyers|a wazbom blastajet is equipped with: smasha gun; 2 wazbom mega-kannons; stikkbomb flinga.||False
33|warbikers|ork|46.0|fast attack|if this unit contains 4 or more models, it has <b>power rating 8</b>. if this unit contains 7 or more models, it has <b>power rating 12</b>. every model is equipped with: 2 dakkaguns.||False
34|wartrakks|ork|94.0|fast attack|this unit contains 1 wartrakk. it can additionally contain up to 2 wartrakks (<b>power rating +6</b>), or up to 4 wartrakks (<b>power rating +11</b>). every model is equipped with: twin big shoota.||False
35|skorchas|ork|94.0|fast attack|this unit contains 1 skorcha. it can additionally contain up to 2 skorchas (<b>power rating +6</b>), or up to 4 skorchas (<b>power rating +11</b>). every model is equipped with: skorcha.||False
36|warbuggies|ork|94.0|fast attack|this unit contains 1 warbuggy. it can additionally contain up to 2 warbuggies (<b>power rating +5</b>), or up to 4 warbuggies (<b>power rating +10</b>). every model is equipped with: twin big shoota.||False
37|big gunz|ork|94.0|heavy support|this unit contains 1 big gun and 2 grot krew. it can additionally contain up to 5 big gunz (<b>power rating +1</b> each), with 2 grot krew each. every big gun is equipped with: kannon.||False
38|mek gunz|ork|46.0|heavy support|if this unit contains 2 models it has <b>power rating 4</b>. if this unit contains 3 models it has <b>power rating 6</b>. every model is equipped with: smasha gun.||False
39|battlewagon|ork|46.0|heavy support|a battlewagon has no equipment.||False
40|deff dreads|ork|46.0|heavy support|if this unit contains 2 models it has <b>power rating 12</b>. if this unit contains 3 models it has <b>power rating 18</b>. every model is equipped with: 2 big shootas, 2 dread klaws.||False
41|killa kans|ork|46.0|heavy support|if this unit contains 4 or more models, it has <b>power rating 14</b>. every model is equipped with: big shoota, kan klaw.||False
42|morkanaut|ork|46.0|lords of war|a morkanaut is equipped with: kustom mega-blasta; kustom mega-zappa; 2 rokkit launchas; 2 twin big shootas; klaw of gork (or possibly mork).||False
43|gorkanaut|ork|46.0|lords of war|a gorkanaut is equipped with: deffstorm mega-shoota; 2 rokkit launchas; skorcha; 2 twin big shootas; klaw of gork (or possibly mork).||False
44|lootas|ork|46.0|heavy support|this unit must contain 1 spanner for every 4 lootas it contains. if this unit contains 6 or more models, it has <b>power rating 8</b>. if this unit contains 11 or more models, it has <b>power rating 12</b>. every spanner is equipped with: big shoota. every loota is equipped with: deffgun.||False
45|flash gitz|ork|46.0|heavy support|if this unit contains 6 or more models, it has <b>power rating 14</b>. every model is equipped with: snazzgun; stikkbombs.||False
46|stompa|ork|46.0|lords of war|a stompa is equipped with: 3 big shootas; deffkannon; skorcha; supa-gatler; supa-rokkits; twin big shoota; mega-choppa.||False
47|zhadsnark da ripper|ork|145.0|hq|zhadsnark da ripper is equipped with: 2 big shootas; slugga; da pain klaw; stikkbombs.||False
48|mek boss buzzgob|ork|146.0|hq|"mek boss buzzgob is equipped with: slugga; big choppa: mek arms; stikkbombs. your army can only include one <span class=""tooltip00314"" data-tooltip-content=""#tooltip_content00314"" data-tooltip-anchor=""#tooltip_content00314""><span class=""kwb"">mek</span> <span class=""kwb"">boss</span> <span class=""kwb"">buzzgob</span></span> model."|100.0|True
49|grot tanks|ork|146.0|fast attack|if this unit contains 5-8 models, it has <b>power rating 16</b>. every model is equipped with: big shoota.||False
50|grot mega-tank|ork|146.0|fast attack|a grot mega-tank is equipped with: 3 big shootas; 2 twin big shootas; 1 shoota.||False
51|squiggoth|ork|146.0|heavy support|a squiggoth is equipped with: gorin’ horns.||False
52|meka-dread|ork|146.0|heavy support|a meka-dread is equipped with: 1 killkannon; 1 dread rippa klaw.||False
53|lifta wagon|ork|145.0|heavy support|a lifta wagon is equipped with: lifta-droppa.||False
54|big trakk|ork|146.0|heavy support|a big trakk is equipped with: 2 big shootas.||False
55|kannonwagon|ork|146.0|heavy support|a kannonwagon is equipped with: 1 supa-kannon.||False
56|kill tank|ork|146.0|lords of war|a kill tank is equipped with: bursta kannon; skorcha; twin big shoota; reinforced ram.||False
57|chinork warkopta|ork|145.0|flyers|a chinork warkopta is equipped with: big shoota; 2 deffguns.||False
58|kustom stompa|ork|146.0|lords of war|a kustom stompa is equipped with: 3 big shootas; deffkannon; gaze of mork; kustom supa-rokkits; skorcha; supa-gatler; twin big shoota; mega-choppa.||False
59|gargantuan squiggoth|ork|146.0|lords of war|a gargantuan squiggoth is equipped with: huge tusks.||False
60|captain|sm|139.0|hq|a captain is equipped with: bolt pistol; master-crafted boltgun; astartes chainsword; frag grenades; krak grenades.||False
61|captain in terminator armour|sm|139.0|hq|a captain in terminator armour is equipped with: storm bolter; power sword.||False
63|captain in gravis armour|sm|176.0|hq|a captain in gravis armour is equipped with: boltstorm gauntlet; astartes chainsword.||False
64|captain on bike|sm|139.0|hq|a captain on bike is equipped with: bolt pistol; twin boltgun; astartes chainsword; frag grenades; krak grenades.||False
65|librarian|sm|139.0|hq|a librarian is a single model equipped with: bolt pistol; force stave; frag grenades; krak grenades.||False
66|librarian in terminator armour|sm|139.0|hq|a librarian in terminator armour is equipped with: force stave.||False
67|librarian on bike|sm|96.0|hq|a librarian on bike is a single model equipped with: bolt pistol; twin boltgun; force stave; frag grenades; krak grenades.||False
68|techmarine|sm|139.0|hq|a techmarine is equipped with: bolt pistol; omnissian power axe; servo-arm; frag grenades; krak grenades.||False
69|servitors|sm|139.0|elites|every model is equipped with: servo-arm.|30.0|True
70|techmarine on bike|sm|96.0|hq|a techmarine on bike is a single model equipped with: bolt pistol; twin boltgun; power axe; servo-arm; frag grenades; krak grenades.||False
71|chaplain|sm|139.0|hq|a chaplain is equipped with: bolt pistol; crozius arcanum; frag grenades; krak grenades.||False
72|chaplain in terminator armour|sm|139.0|hq|a chaplain in terminator armour is equipped with: storm bolter; crozius arcanum.||False
73|chaplain on bike|sm|96.0|hq|a chaplain on bike is a single model equipped with: bolt pistol; twin boltgun; crozius arcanum; frag grenades; krak grenades.||False
74|apothecary|sm|139.0|elites|an apothecary is equipped with: bolt pistol; astartes chainsword; frag grenades; krak grenades.||False
75|apothecary on bike|sm|96.0|elites|an apothecary on bike is a single model equipped with: bolt pistol; twin boltgun; chainsword; frag grenades; krak grenades.||False
76|primaris lieutenant|sm|139.0|hq|a primaris lieutenant is equipped with: bolt pistol; master-crafted auto bolt rifle; frag grenades; krak grenades.||False
77|company ancient|sm|139.0|elites|a company ancient is equipped with: bolt pistol; frag grenades; krak grenades.||False
78|company ancient on bike|sm|96.0|elites|a company ancient on bike is a single model armed with a bolt pistol, frag grenades and krak grenades. his space marine bike is equipped with a twin boltgun.||False
79|primaris ancient|sm|176.0|elites|a primaris ancient is equipped with: bolt pistol; bolt rifle; frag grenades; krak grenades.||False
80|company champion|sm|139.0|elites|a company champion is equipped with: bolt pistol; master-crafted power sword; frag grenades; krak grenades; combat shield.||False
81|company champion on bike|sm|96.0|elites|a company champion on bike is a single model equipped with: bolt pistol; twin boltgun; master-crafted power sword; frag grenades; krak grenades. it has a combat shield.||False
82|company veterans|sm|139.0|elites|if this unit contains 3 or more models, it has <b>power rating 8</b>. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
83|company veterans on bikes|sm|96.0|elites|this unit contains 1 veteran biker sergeant and 1 space marine veteran biker. it can additionally contain up to 3 space marine veteran bikers (<b>power rating +7</b>). every model is equipped with: bolt pistol; twin boltgun; chainsword; frag grenades; krak grenades.||False
84|tactical squad|sm|139.0|troops|if this unit contains 6 or more models, it has <b>power rating 10</b>. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
85|scout squad|sm|139.0|elites|if this unit contains 6 or more models, it has <b>power rating 8</b>. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
86|intercessor squad|sm|139.0|troops|if this unit contains 6 or more models, it has <b>power rating 10</b>. every model is equipped with: bolt pistol; bolt rifle; frag grenades; krak grenades.||False
87|imperial space marine|sm|96.0|elites|"an imperial space marine is a single model equipped with: disintegration combi-gun; disintegration pistol; frag grenades; krak grenades. only one <span class=""tooltip00324"" data-tooltip-content=""#tooltip_content00324"" data-tooltip-anchor=""#tooltip_content00324""><span class=""kwb"">imperial</span> <span class=""kwb"">space</span> <span class=""kwb"">marine</span></span> model can be included in your army."||False
88|honour guard|sm|77.0|elites|this unit contains 2 honour guard. every model is equipped with: boltgun; bolt pistol; power axe; frag grenades; krak grenades.|50.0|True
89|chapter ancient|sm|77.0|elites|a chapter ancient is a single model equipped with: power sword; frag grenades; krak grenades. you can only include one of this model in your army.||False
90|chapter champion|sm|77.0|elites|a chapter champion is a single model equipped with: champion’s blade; master-crafted power sword; frag grenades; krak grenades. you can only include one of this model in your army.||False
91|centurion assault squad|sm|139.0|elites|if this unit contains 4 or more models, it has <b>power rating 18</b>. every model is equipped with: 2 flamers; siege drills; centurion assault launchers.||False
92|sternguard veteran squad|sm|139.0|elites|if this unit contains 6 or more models, it has <b>power rating 12</b>. every model is equipped with: bolt pistol; special issue boltgun; frag grenades; krak grenades.||False
93|vanguard veteran squad|sm|139.0|elites|if this unit contains 6 or more models, it has <b>power rating 12</b>. every model is equipped with: bolt pistol; astartes chainsword; frag grenades; krak grenades.||False
94|dreadnought|sm|139.0|elites|a dreadnought is equipped with: assault cannon; storm bolter; dreadnought combat weapon.||False
95|venerable dreadnought|sm|139.0|elites|a venerable dreadnought is equipped with: assault cannon; storm bolter; dreadnought combat weapon.||False
96|contemptor dreadnought|sm|139.0|elites|a contemptor dreadnought is equipped with: combi-bolter; multi-melta; dreadnought combat weapon.||False
97|ironclad dreadnought|sm|139.0|elites|an ironclad dreadnought is equipped with: meltagun; storm bolter; ironclad combat weapon; seismic hammer.||False
98|terminator squad|sm|139.0|elites|if this unit contains 6 or more models, it has <b>power rating 18</b>. the terminator sergeant is equipped with: storm bolter; power sword. every terminator is equipped with: storm bolter; power fist.||False
99|terminator assault squad|sm|139.0|elites|if this unit contains 6 or more models, it has <b>power rating 18</b>. every model is equipped with: thunder hammer; storm shield.||False
102|assault squad|sm|139.0|fast attack|if this unit contains 6 or more models, it has power <b>rating 10</b>. every model is equipped with: bolt pistol; astartes chainsword; frag grenades; krak grenades.||False
103|inceptor squad|sm|139.0|fast attack|if this unit contains 4 or more models, it has <b>power rating 14</b>. every model is equipped with: 2 assault bolters.||False
104|scout bike squad|sm|139.0|fast attack|if this unit contains between 4 and 6 models, it has <b>power rating 9</b>. if it contains 7 or more models, it has power <b>rating 13</b>. every model is equipped with: astartes shotgun; bolt pistol; twin boltgun; combat knife; frag grenades, krak grenades.||False
105|bike squad|sm|139.0|fast attack|if this unit contains between 3 and 5 space marine biker models, it has <b>power rating 9</b>. if this unit contains 6 or more space marine biker models, it has <b>power rating 12</b>. if this unit contains an attack bike model, it has <b>power rating +2</b>.<br>&nbsp;• the biker sergeant and every space marine biker is equipped with: bolt pistol; twin boltgun; frag grenades; krak grenades.<br>&nbsp;• an attack bike is equipped with: bolt pistol; heavy bolter; twin boltgun; frag grenades; krak grenades.||False
106|attack bike squad|sm|139.0|fast attack|if this unit contains 2 models, it has <b>power rating 4</b>. if this unit contains 3 models, it has <b>power rating 6</b>. every model is equipped with: bolt pistol; heavy bolter; twin boltgun; frag grenades; krak grenades.||False
107|land speeder storm|sm|139.0|dedicated transport|a land speeder storm is equipped with: cerberus launcher; heavy bolter.||False
108|land speeders|sm|139.0|fast attack|if this unit contains 2 models, it has <b>power rating 6</b>. if this unit contains 3 models, it has <b>power rating 9</b>. every model is equipped with: heavy bolter.||False
109|rhino|sm|139.0|dedicated transport|a rhino is equipped with: storm bolter.||False
110|rhino primaris|sm|96.0|hq|a rhino primaris is a single model equipped with: twin plasma gun. it has an orbital comms array.||False
111|razorback|sm|139.0|dedicated transport|a razorback is equipped with: twin heavy bolter.||False
112|drop pod|sm|139.0|dedicated transport|a drop pod is equipped with: storm bolter.||False
113|stormhawk interceptor|sm|139.0|flyers|a stormhawk interceptor is equipped with: 2 assault cannons; skyhammer missile launcher; las-talon.||False
114|stormtalon gunship|sm|139.0|flyers|a stormtalon gunship is equipped with: skyhammer missile launcher; twin assault cannon.||False
115|devastator squad|sm|139.0|heavy support|if this unit contains 6 or more models, it has <b>power rating 12</b>. every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
116|centurion devastator squad|sm|139.0|heavy support|if this unit contains 4 or more models, it has <b>power rating 22</b>. every model is equipped with: grav-cannon; hurricane bolter.||False
117|hellblaster squad|sm|139.0|heavy support|if this unit contains 6 or more models, it has <b>power rating 16</b>. every model is equipped with: bolt pistol; plasma incinerator; frag grenades; krak grenades.||False
118|thunderfire cannon|sm|139.0|heavy support|the thunderfire cannon is equipped with: thunderfire cannon. the techmarine gunner is equipped with: bolt pistol; flamer; plasma cutter; 2 servo-arms.|120.0|True
119|predator destructor|sm|139.0|heavy support|a predator destructor is equipped with: predator autocannon.||False
120|whirlwind|sm|139.0|heavy support|a whirlwind is equipped with: whirlwind vengeance launcher.||False
121|vindicator|sm|139.0|heavy support|a vindicator is equipped with: demolisher cannon.||False
122|hunter|sm|139.0|heavy support|a hunter is equipped with: skyspear missile launcher.||False
123|stalker|sm|139.0|heavy support|a stalker is equipped with: 2 icarus stormcannons.||False
124|stormraven gunship|sm|139.0|flyers|a stormraven gunship is equipped with: 2 stormstrike missile launchers; twin assault cannon; typhoon missile launcher.||False
125|land raider|sm|139.0|heavy support|a land raider is a equipped with: twin heavy bolter; 2 twin lascannons.||False
126|land raider crusader|sm|139.0|heavy support|a land raider crusader is equipped with: 2 hurricane bolters; twin assault cannon.||False
127|land raider redeemer|sm|139.0|heavy support|a land raider redeemer is equipped with: 2 flamestorm cannons; twin assault cannon.||False
128|land raider excelsior|sm|96.0|hq|a land raider excelsior is a single model equipped with: grav-cannon and grav-amp; 2 twin lascannons.||False
129|roboute guilliman|sm|77.0|lords of war|roboute guilliman is a single model equipped with: the emperor’s sword; the hand of dominion. you can only include one of this model in your army.||False
130|captain lysander|sm|84.0|hq|captain lysander is a single model equipped with: fist of dorn. you can only include one of this model in your army.||False
131|pedro kantor|sm|84.0|hq|pedro kantor is a single model equipped with: dorn’s arrow; power fist; frag grenades; krak grenades. you can only include one of this model in your army.||False
132|marneus calgar|sm|77.0|hq|marneus calgar is a single model equipped with: the gauntlets of ultramar. you can only include one of this model in your army.||False
133|marneus calgar in artificer armour|sm|96.0|hq|"marneus calgar in artificer armour is a single model equipped with: gauntlets of ultramar; relic blade. only one <span class=""tooltip00333"" data-tooltip-content=""#tooltip_content00333"" data-tooltip-anchor=""#tooltip_content00333""><span class=""kwb"">marneus</span> <span class=""kwb"">calgar</span></span> model can be included in your army."||False
134|captain sicarius|sm|77.0|hq|captain sicarius is a single model equipped with: the talassarian tempest blade; artisan plasma pistol; frag grenades; krak grenades. you can only include one of this model in your army.||False
135|chief librarian tigurius|sm|77.0|hq|chief librarian tigurius is a single model equipped with: bolt pistol; the rod of tigurius; frag grenades; krak grenades. you can only include one of this model in your army.||False
136|chaplain cassius|sm|77.0|hq|chaplain cassius is a single model equipped with: infernus; artificer crozius; frag grenades; krak grenades. you can only include one of this model in your army.||False
137|sergeant telion|sm|77.0|hq|sergeant telion is a single model equipped with: quietus; bolt pistol; frag grenades; krak grenades. you can only include one of this model in your army.||False
138|sergeant chronus|sm|77.0|hq|sergeant chronus is a single model equipped with: bolt pistol; servo-arm; frag grenades; krak grenades. you can only include one of this model in your army.||False
139|tyrannic war veterans|sm|77.0|elites|this unit contains 1 veteran sergeant and 3 tyrannic war veterans. it can additionally contain up to 6 tyrannic war veterans (<b>power rating +5</b>). every model is equipped with: bolt pistol; special issue boltgun; frag grenades; krak grenades.||False
140|terminus ultra|sm|96.0|lords of war|a terminus ultra is a single model equipped with: 2 lascannons; 3 twin lascannons.||False
141|high marshal helbrecht|sm|162.0|hq|"high marshal helbrecht is equipped with: ferocity; attendant thralls’ fists; sword of the high marshals; frag grenades; krak grenades. your army can only include one <span class=""tooltip00334"" data-tooltip-content=""#tooltip_content00334"" data-tooltip-anchor=""#tooltip_content00334""><span class=""kwb"">high</span> <span class=""kwb"">marshal</span> <span class=""kwb"">helbrecht</span></span> model."||False
142|the emperor’s champion|sm|162.0|hq|"the emperor’s champion is equipped with: bolt pistol; black sword; frag grenades; krak grenades. your army can only include one <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">emperor’s</span> <span class=""kwb"">champion</span></span> model."||False
143|chaplain grimaldus|sm|162.0|hq|"• chaplain grimaldus is equipped with: plasma pistol; artificer crozius; frag grenades; krak grenades.<br>• one cenobyte servitor is equipped with: banner of fallen crusaders.<br>• one cenobyte servitor is equipped with: remnant of the fallen temple.<br>• one cenobyte servitor is equipped with: sceptre of anointing.<br>your army can only include one <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">grimaldus</span></span> unit."||False
145|crusader squad|sm|162.0|troops|if this unit contains between 6 and 10 models, it has <b>power rating 10</b>. if this unit contains between 11 and 15 models, it has <b>power rating 15</b>. if this unit contains 16 or more models, it has <b>power rating 20</b>. every model is equipped with: boltgun; bolt pistol; frag grenades; krak grenades.||False
146|kayvaan shrike|sm|82.0|hq|kayvaan shrike is a single model equipped with: blackout; the raven’s talons; frag grenades; krak grenades. you can only include one of this model in your army.||False
147|vulkan he’stan|sm|85.0|hq|vulkan he’stan is a single model equipped with: bolt pistol; gauntlet of the forge; spear of vulkan; frag grenades; krak grenades. you can only include one of this model in your army.||False
148|kor’sarro khan|sm|78.0|hq|kor’sarro khan is a single model equipped with: bolt pistol; moonfang; frag grenades; krak grenades. you can only include one of this model in your army.||False
149|kor’sarro khan on moondrakkan|sm|96.0|hq|"kor’sarro khan on moondrakkan is a single model equipped with: bolt pistol; twin boltgun; moonfang; frag grenades; krak grenades. only one <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">kor’sarro</span> <span class=""kwb"">khan</span></span> model can be included in your army."||False
150|damned legionnaires|sm|104.0|elites|this unit contains 1 legionnaire sergeant and 4 legionnaires. it can additionally contain up to 5 legionnaires (<b>power rating +6</b>). every model is equipped with: bolt pistol; boltgun; frag grenades; krak grenades.||False
243|fortress of redemption|un|167.0|fortifications|a fortress of redemption is equipped with: redemption lascannons; redemption missile silo.||False
373|kaldor draigo|gk|13.0|hq|"kaldor draigo is equipped with: the titansword; sanctum sigilum; master-crafted storm bolter; frag grenades; krak grenades. your army can only include one <span class=""tooltip00086"" data-tooltip-content=""#tooltip_content00086"" data-tooltip-anchor=""#tooltip_content00086""><span class=""kwb"">kaldor</span> <span class=""kwb"">draigo</span></span> model."||False
374|grand master voldus|gk|13.0|hq|"grand master voldus is equipped with: master-crafted storm bolter; malleus argyrum; frag grenades; krak grenades. your army can only include one <span class=""tooltip00084"" data-tooltip-content=""#tooltip_content00084"" data-tooltip-anchor=""#tooltip_content00084""><span class=""kwb"">grand</span> <span class=""kwb"">master</span> <span class=""kwb"">voldus</span></span> model."||False
375|grand master|gk|13.0|hq|a grand master is equipped with: master-crafted storm bolter; nemesis force halberd; frag grenades; krak grenades.||False
376|brother-captain|gk|13.0|hq|a brother-captain is equipped with: master-crafted storm bolter; nemesis force sword; frag grenades; krak grenades.||False
377|brother-captain stern|gk|13.0|hq|"brother-captain stern is equipped with: master-crafted storm bolter; nemesis force sword; frag grenades; krak grenades. your army can only include one <span class=""tooltip00044"" data-tooltip-content=""#tooltip_content00044"" data-tooltip-anchor=""#tooltip_content00044""><span class=""kwb"">brother-captain</span> <span class=""kwb"">stern</span></span> model."||False
378|brotherhood ancient|gk|13.0|elites|a brotherhood ancient is equipped with: storm bolter; frag grenades; krak grenades.||False
379|brotherhood champion|gk|13.0|hq|a brotherhood champion is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
380|castellan crowe|gk|13.0|hq|"castellan crowe is equipped with: storm bolter; black blade of antwyr; frag grenades; krak grenades. your army can only include one <span class=""tooltip00066"" data-tooltip-content=""#tooltip_content00066"" data-tooltip-anchor=""#tooltip_content00066""><span class=""kwb"">castellan</span> <span class=""kwb"">crowe</span></span> model."||False
381|strike squad|gk|13.0|troops|if this unit contains 6 or more models, it has <b>power rating 12</b>. every model is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
382|brotherhood terminator squad|gk|13.0|troops|if this unit contains 6 or more models, it has <b>power rating 22</b>. every model is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
383|purifier squad|gk|13.0|elites|if this unit contains 6 or more models, it has <b>power rating 14</b>. every model is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
384|paladin squad|gk|13.0|elites|if this unit contains 6 or more models, it has <b>power rating 26</b>. every model is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
385|paladin ancient|gk|13.0|elites|"a paladin ancient is equipped with: storm bolter; frag grenades; krak grenades. your army can only include one <span class=""tooltip00117"" data-tooltip-content=""#tooltip_content00117"" data-tooltip-anchor=""#tooltip_content00117""><span class=""kwb"">paladin</span> <span class=""kwb"">ancient</span></span>."||False
386|brotherhood apothecary|gk|13.0|elites|a brotherhood apothecary is equipped with: nemesis force sword; frag grenades; krak grenades.||False
387|interceptor squad|gk|13.0|fast attack|if this unit contains 6 or more models, it has <b>power rating 16</b>. every model is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
388|purgation squad|gk|13.0|heavy support|if this unit contains 6 or more models, it has <b>power rating 12</b>. every model is equipped with: storm bolter; nemesis force sword; frag grenades; krak grenades.||False
389|nemesis dreadknight|gk|13.0|heavy support|a nemesis dreadknight is equipped with: 2 dreadfists.||False
390|dreadnought|gk|13.0|elites|a dreadnought is equipped with: assault cannon; storm bolter; dreadnought combat weapon.||False
391|land raider|gk|13.0|heavy support|a land raider is equipped with: twin heavy bolter; 2 twin lascannons.||False
392|land raider crusader|gk|13.0|heavy support|a land raider crusader is equipped with: 2 hurricane bolters; twin assault cannon.||False
393|land raider redeemer|gk|13.0|heavy support|a land raider redeemer is equipped with: 2 flamestorm cannons; twin assault cannon.||False
395|razorback|gk|13.0|dedicated transport|a razorback is equipped with: twin heavy bolter.||False
396|rhino|gk|13.0|dedicated transport|a rhino is equipped with: storm bolter.||False
397|servitors|gk|13.0|elites|every model is equipped with: servo-arm.|30.0|True
398|stormraven gunship|gk|13.0|flyers|a stormraven gunship is equipped with: 2 stormstrike missile launchers; twin assault cannon; typhoon missile launcher.||False
399|brotherhood techmarine|gk|13.0|hq|a brotherhood techmarine is equipped with: boltgun; flamer; plasma cutter; omnissian power axe; 2 servo-arms; frag grenades; krak grenades.||False
