datasheet_id|line|ability_id|cost|model|Unnamed: 7
56|3|5075|0||
56|4|113|0||
56|5|5143|0||
57|8|5059|0||
57|7|120|10||
57|6|4343|0||
57|5|48|0||
57|3|52|0||
57|2|2|0||
57|1|2957|0||
57|4|53|0||
58|1|2|0||
58|2|5745|0||
58|3|84|0||
58|4|3013|0||
58|5|90|0||
58|6|5076|0||
58|7|5077|0||
59|5|5073|0||
59|4|5074|0||
59|6|5069|0||
59|2|5745|0||
59|1|2|0||
59|3|101|0||
60|6|6977|0||
60|5|132|10||
60|4|4451|25||
60|1|3528|0||
60|2|131|0||
60|3|4449|0||
61|6|132|5||
61|5|131|0||
61|4|4449|0||
61|7|6977|0||
61|2|4448|0||
61|1|3528|0||
61|3|4450|0||
63|1|3528|0||
63|2|131|0||
63|3|4449|0||
63|4|6253|0||
63|5|6977|0||
64|6|132|10||
64|7|6977|0||
64|5|136|0||
64|1|3528|0||
64|3|131|0||
64|2|4449|0||
64|4|4452|0||
65|1|3528|0||
65|2|137|0||
65|3|4450|0||
65|4|4451|25||
65|5|6977|0||
66|5|137|0||
66|6|6977|0||
66|4|4450|0||
66|1|3528|0||
66|2|4448|0||
66|3|138|0||
67|1|3528|0||
67|2|137|0||
67|3|136|0||
67|4|6977|0||
68|1|3528|0||
68|2|4456|0||
68|3|4457|0||
68|4|6977|0||
69|2|6977|0||
69|1|140|0||
70|1|3528|0||
70|2|136|0||
70|3|139|0||
70|4|6977|0||
71|6|6977|0||
71|1|3528|0||
71|2|4454|0||
71|3|143|0||
71|4|4455|0||
71|5|4451|25||
72|6|4455|0||
72|3|143|0||
72|7|6977|0||
72|5|4450|0||
72|2|4448|0||
72|4|4454|0||
72|1|3528|0||
73|1|3528|0||
73|2|142|0||
73|3|136|0||
73|4|143|0||
73|5|6977|0||
74|1|3528|0||
74|2|4459|0||
74|3|144|0||
74|4|5147|0||
74|5|6977|0||
75|4|6977|0||
75|3|144|0||
75|1|3528|0||
75|2|136|0||
76|1|3528|0||
76|2|146|0||
76|3|2175|0||
76|4|4453|0||
76|5|132|0||
76|6|6977|0||
77|1|3528|0||
77|2|4351|0||
77|3|6254|0||
77|4|4453|0||
77|5|6977|0||
78|4|6977|0||
78|3|147|0||
78|1|3528|0||
78|2|136|0||
79|1|3528|0||
79|2|4453|0||
79|3|4351|0||
79|4|6977|0||
80|1|3528|0||
80|2|148|0||
80|3|3559|0||
80|4|4458|0||
80|5|149|0||
81|3|3601|0||
81|6|136|0||
81|5|149|2||
81|2|148|0||
81|1|3528|0||
81|4|3602|0||
82|6|132|4||
82|1|3528|0||
82|2|4462|0||
82|3|4463|0||
82|4|4453|0||
82|5|149|3||
82|7|6977|0||
83|5|6977|0||
83|4|132|4||
83|2|153|0||
83|3|136|0||
83|1|3528|0||
84|1|3528|0||
84|2|4444|0||
84|3|6977|0||
85|1|3528|0||
85|2|4444|0||
85|3|4446|0||
85|4|4447|0||
85|5|157|2||
85|6|6977|0||
86|3|6977|0||
86|2|4444|0||
86|1|3528|0||
87|1|3528|0||
87|2|6977|0||
88|1|3528|0||
88|2|158|0||
88|3|6977|0||
89|1|3528|0||
89|2|3599|0||
89|3|3598|0||
89|4|6977|0||
90|6|6977|0||
90|5|3602|0||
90|4|3601|0||
90|1|3528|0||
90|2|4418|0||
90|3|3600|0||
91|1|3528|0||
91|2|4444|0||
91|3|161|0||
91|4|160|0||
91|5|6977|0||
92|1|3528|0||
92|2|4444|0||
92|3|6977|0||
93|5|6977|0||
93|4|132|5||
93|1|3528|0||
93|2|4444|0||
93|3|4451|3||
94|1|3528|0||
94|2|4465|0||
94|3|166|0||
94|4|6977|0||
95|5|4466|15||
95|4|167|0||
95|6|6977|0||
95|2|166|0||
95|1|3528|0||
95|3|4465|0||
96|3|4465|0||
96|4|169|0||
96|1|3528|0||
96|2|168|0||
96|5|6977|0||
97|6|6977|0||
97|5|171|5||
97|4|166|0||
97|3|4465|0||
97|2|170|0||
97|1|3528|0||
98|1|3528|0||
98|2|4444|0||
98|3|4448|0||
98|4|175|0||
98|5|174|5||
98|6|4450|0||
98|7|4453|0||
98|8|6977|0||
99|8|4453|0||
99|7|4450|0||
99|6|174|5||
99|5|132|0||
99|2|4444|0||
99|3|4448|0||
99|1|3528|0||
99|4|175|0||
102|5|6977|0||
102|1|3528|0||
102|2|4444|0||
102|3|149|0||
102|4|4451|0||
103|3|4445|0||
103|4|6977|0||
103|1|3528|0||
103|2|4444|0||
104|1|3528|0||
104|2|4444|0||
104|3|4447|0||
104|4|185|0||
104|5|6977|0||
105|1|3528|0||
105|2|4444|0||
105|3|185|0||
105|4|4452|0||
105|5|4468|0||
105|6|6977|0||
106|5|6977|0||
106|4|4469|0||
106|2|185|0||
106|1|3528|0||
106|3|4452|0||
107|1|3528|0||
107|2|4447|0||
107|3|187|0||
107|4|3538|0||
107|5|188|0||
107|6|6977|0||
108|5|6977|0||
108|1|3528|0||
108|2|190|0||
108|3|4471|0||
108|4|4452|0||
109|2|192|0||
109|3|6977|0||
109|1|3528|0||
110|1|3528|0||
110|2|165|0||
110|3|192|0||
110|4|3540|20||
110|5|191|0||
110|6|193|0||
110|7|6977|0||
111|1|3528|0||
111|2|192|0||
111|3|6977|0||
112|2|4445|0||
112|5|6977|0||
112|4|194|0||
112|1|3528|0||
112|3|4475|0||
113|6|198|0||
113|1|3528|0||
113|2|196|0||
113|3|4476|0||
113|4|200|0||
113|5|3563|0||
113|7|6977|0||
114|7|6977|0||
114|6|3565|0||
114|4|200|0||
114|5|4477|0||
114|2|196|0||
114|1|3528|0||
114|3|4476|0||
115|1|3528|0||
115|2|4444|0||
115|3|205|0||
115|4|206|5||
115|5|6977|0||
116|5|6977|0||
116|1|3528|0||
116|2|4444|0||
116|3|161|0||
116|4|208|0||
117|3|6977|0||
117|1|3528|0||
117|2|4444|0||
118|1|3528|0||
118|2|3562|0||
118|3|3561|0||
118|4|212|0||
118|5|6977|0||
119|3|6977|0||
119|1|3528|0||
119|2|213|0||
120|2|213|0||
120|3|6977|0||
120|1|3528|0||
121|3|4474|10||
121|4|6977|0||
121|1|3528|0||
121|2|213|0||
122|2|213|0||
122|3|6977|0||
122|1|3528|0||
123|1|3528|0||
123|2|213|0||
123|3|6977|0||
124|1|3528|0||
124|2|196|0||
124|3|4476|0||
124|4|200|0||
124|5|4477|0||
124|6|3564|0||
124|7|6977|0||
125|1|3528|0||
125|2|216|0||
125|3|6977|0||
126|3|6977|0||
126|1|3528|0||
126|2|216|0||
127|1|3528|0||
127|2|216|0||
127|3|6977|0||
128|1|3528|0||
128|2|218|0||
128|3|219|0||
128|4|165|0||
128|5|130|0||
128|6|216|0||
128|7|6977|0||
129|6|4415|0||
129|7|6977|0||
129|5|223|0||
129|3|221|0||
129|2|220|0||
129|1|3528|0||
129|4|222|0||
130|1|3528|0||
130|2|3677|0||
130|3|225|0||
130|4|226|0||
130|5|227|0||
130|6|6977|0||
131|6|6977|0||
131|5|4412|0||
131|4|236|0||
131|2|229|0||
131|1|3528|0||
131|3|230|0||
132|1|3528|0||
132|2|231|0||
132|3|233|0||
132|4|232|0||
132|5|4416|0||
132|6|6977|0||
133|4|233|0||
133|1|3528|0||
133|2|232|0||
133|3|235|0||
133|5|6977|0||
134|4|238|0||
134|5|6977|0||
134|3|236|0||
134|1|3528|0||
134|2|237|0||
135|1|3528|0||
135|2|239|0||
135|3|240|0||
135|4|6977|0||
136|1|3528|0||
136|2|241|0||
136|3|244|0||
136|4|242|0||
136|5|6977|0||
137|5|6977|0||
137|4|3597|0||
137|2|245|0||
137|1|3528|0||
137|3|247|2||
138|1|3528|0||
138|2|248|0||
138|3|6977|0||
139|1|3528|0||
139|2|249|0||
139|3|3603|0||
139|4|6977|0||
140|5|6977|0||
140|3|251|0||
140|4|252|0||
140|1|3528|0||
140|2|165|0||
141|6|6977|0||
141|5|131|0||
141|4|253|0||
141|1|3528|0||
141|2|4626|0||
141|3|4625|0||
142|1|3528|0||
142|2|258|0||
142|3|3803|0||
142|4|5948|0||
142|5|5949|0||
142|6|5950|0||
142|7|5951|0||
142|8|6977|0||
143|9|5944|0||
143|8|5943|0||
143|7|5942|0||
143|6|5947|0||
143|1|3528|0||
143|4|5946|0||
143|3|5945|0||
143|2|260|0||
143|10|6977|0||
143|5|3804|0||
145|2|5952|0||
145|3|6977|0||
145|1|3528|0||
146|7|4414|0||
146|6|4413|0||
146|8|6977|0||
146|4|268|0||
146|3|3652|0||
146|5|266|0||
146|2|265|0||
146|1|3528|0||
147|1|3528|0||
147|2|269|0||
147|3|270|0||
147|4|271|0||
147|5|6977|0||
148|6|6977|0||
148|5|3608|0||
148|4|272|0||
148|2|273|0||
148|1|3528|0||
148|3|274|0||
149|1|3528|0||
149|2|272|0||
149|3|275|0||
149|4|273|0||
149|5|274|0||
149|6|6977|0||
150|5|276|0||
150|6|277|0||
150|4|278|0||
150|7|6977|0||
150|2|3524|0||
150|1|129|0||
150|3|3518|0||
243|1|6020|0||
243|2|6021|0||
243|3|6022|0||
373|1|2261|0||
373|2|503|0||
373|3|5852|0||
373|4|5853|0||
373|5|5854|0||
373|6|6977|0||
374|5|6977|0||
374|4|5855|0||
374|3|508|0||
374|1|2261|0||
374|2|503|0||
375|1|2261|0||
375|2|503|0||
375|3|508|0||
375|4|511|0||
375|5|6977|0||
376|1|2261|0||
376|2|503|0||
376|3|508|0||
376|4|5859|0||
376|5|6977|0||
377|5|5858|0||
377|6|515|0||
377|4|508|0||
377|7|6977|0||
377|2|503|0||
377|1|2261|0||
377|3|513|0||
378|1|2261|0||
378|2|503|0||
378|3|2253|0||
378|4|5865|0||
378|5|6977|0||
379|5|5857|0||
379|4|5856|0||
379|6|6977|0||
379|2|503|0||
379|1|2261|0||
379|3|508|0||
380|8|6977|0||
380|7|5857|0||
380|5|520|0||
380|6|5856|0||
380|3|519|0||
380|2|503|0||
380|1|2261|0||
380|4|508|0||
381|1|2261|0||
381|2|5795|0||
381|3|503|0||
381|4|6977|0||
382|5|6977|0||
382|3|503|0||
382|4|5862|0||
382|1|2261|0||
382|2|5795|0||
383|1|2261|0||
383|2|5795|0||
383|3|503|0||
383|4|5866|0||
383|5|6977|0||
384|1|2261|0||
384|2|5795|0||
384|3|503|0||
384|4|5862|0||
384|5|6977|0||
385|6|6977|0||
385|5|5868|0||
385|4|2253|0||
385|2|503|0||
385|1|2261|0||
385|3|5867|0||
386|1|2261|0||
386|2|503|0||
386|3|2253|0||
386|4|5863|0||
386|5|5864|0||
386|6|6977|0||
387|1|2261|0||
387|2|5795|0||
387|3|503|0||
387|4|529|0||
387|5|6977|0||
388|4|6977|0||
388|3|503|0||
388|2|5795|0||
388|1|2261|0||
389|1|2261|0||
389|2|503|0||
389|3|531|0||
389|4|532|10||
390|1|2261|0||
390|2|5869|0||
390|3|5870|0||
390|4|6977|0||
391|1|5872|0||
391|2|6977|0||
392|1|5872|0||
392|2|6977|0||
393|2|6977|0||
393|1|5872|0||
395|1|5873|0||
395|2|6977|0||
396|1|5874|0||
396|2|6977|0||
397|1|2259|0||
397|2|6977|0||
398|1|5875|0||
398|2|5876|0||
398|3|5877|0||
398|4|5880|0||
398|5|5881|0||
398|6|6977|0||
399|4|6977|0||
399|3|5861|0||
399|1|2261|0||
399|2|5860|0||
400|1|2261|0||
400|2|5869|0||
400|3|5870|0||
400|4|5871|0||
400|5|6977|0||
402|7|540|10||
402|9|543|0||
402|8|542|0||
402|6|6376|0||
402|4|6381|0||
402|3|6380|0||
402|2|6342|0||
402|1|6340|0||
402|5|6382|0||
403|6|6349|0|Drones|
403|8|6351|0|Gun Drone|
403|7|6354|0|Shield Drone|
403|5|6348|0|Drones|
403|9|6352|0|Marker Drone|
403|3|6346|0|Drones|
403|2|6345|0|Drones|
403|1|6342|0|Drones|
403|4|6347|0|Drones|
404|4|6385|5||
404|3|553|0||
404|1|6344|0||
404|2|6386|0||
405|1|555|0||
405|2|6383|0||
405|3|6352|0||
406|5|6369|0||
406|1|6340|0||
406|2|6342|0||
406|3|6367|0||
406|4|6368|0||
406|6|6370|0||
406|7|559|0||
407|11|6346|0|Drones|
407|12|6347|0|Drones|
407|13|6348|0|Drones|
407|15|4006|0|Advanced Guardian Drone|
407|16|570|0|Command-link Drone|
407|10|6345|0|Drones|
407|14|6349|0|Drones|
407|9|6342|0|Drones|
407|3|566|0|Shadowsun|
407|7|564|0|Shadowsun|
407|6|6365|0|Shadowsun|
407|5|6364|0|Shadowsun|
407|4|6363|0|Shadowsun|
407|2|6342|0|Shadowsun|
407|1|6340|0|Shadowsun|
407|8|6366|0|Shadowsun|
408|5|6392|0||
408|4|6391|0||
408|1|6344|0||
408|2|571|0||
408|3|6390|0||
409|1|6344|0||
409|2|575|0||
409|3|574|0||
409|4|6388|0||
410|5|577|0||
410|4|579|0||
410|6|6352|0||
410|2|6401|0||
410|1|578|0||
410|3|6402|0||
411|1|6406|0||
411|2|583|0||
411|3|6352|0||
412|1|6406|0||
412|2|583|0||
412|3|6352|0||
413|1|6343|0||
413|2|587|0||
413|3|6407|0||
414|1|6343|0||
415|2|589|0||
415|3|6416|0||
415|1|6343|0||
416|2|591|0||
416|3|590|0||
416|1|6343|0||
416|4|6384|0||
417|5|595|5||
417|6|542|5||
417|4|6410|5||
417|3|592|0||
417|2|594|0||
417|1|6340|0||
418|1|6340|0||
418|2|6342|0||
418|3|6371|0||
418|4|6372|0||
418|5|6373|10||
418|6|539|0||
418|7|540|5||
418|8|542|0||
418|9|543|0||
419|11|543|0||
419|10|542|0||
419|9|540|5||
419|8|539|0||
419|7|6373|10||
419|3|6408|0||
419|5|6371|0||
419|4|6409|0||
419|2|6342|0||
419|1|6340|0||
419|6|6372|0||
420|9|6346|0|Stealth Drones|
420|13|6355|0|Stealth Drones|
420|12|6349|0|Stealth Drones|
420|11|6347|0|Stealth Drones|
420|10|6348|0|Stealth Drones|
420|8|6345|0|Stealth Drones|
420|4|6410|0||
420|6|6413|0||
420|5|6372|0||
420|3|6412|0|Ghostkeel|
420|2|6411|0|Ghostkeel|
420|1|599|0|Ghostkeel|
420|7|6342|0|Stealth Drones|
421|8|543|0||
421|7|542|0||
421|5|6372|0||
421|6|539|0||
421|3|3086|0||
421|2|6419|0||
421|1|602|0||
421|4|6371|0||
422|1|6401|0||
422|2|607|0||
422|3|6410|0||
422|4|3038|0||
422|5|6352|0||
423|7|6347|0|Gun Drones|
423|9|6349|0|Gun Drones|
423|8|6348|0|Gun Drones|
423|6|6346|0|Gun Drones|
423|10|6351|0|Gun Drones|
423|4|6342|0|Gun Drones|
423|3|612|0|Piranhas|
423|2|6415|0|Piranhas|
423|1|6414|0|Piranhas|
423|5|6345|0|Gun Drones|
424|12|6351|0|Gun Drones|
424|11|6349|0|Gun Drones|
424|10|6348|0|Gun Drones|
424|8|6346|0|Gun Drones|
424|7|6345|0|Gun Drones|
424|9|6347|0|Gun Drones|
424|5|615|0|Devilfish|
424|4|6428|0|Devilfish|
424|3|6427|0|Devilfish|
424|2|6426|0|Devilfish|
424|1|6425|0|Devilfish|
424|6|6342|0|Gun Drones|
425|1|6429|0||
425|2|6430|0||
425|3|6431|0||
425|4|6432|0||
426|8|6342|0|Interceptor Drones|
426|12|6348|0|Interceptor Drones|
426|13|6349|0|Interceptor Drones|
426|10|6346|0|Interceptor Drones|
426|9|6345|0|Interceptor Drones|
426|7|6352|0|Sun Shark Bomber|
426|11|6347|0|Interceptor Drones|
426|5|6436|0|Sun Shark Bomber|
426|4|6435|0|Sun Shark Bomber|
426|3|6434|0|Sun Shark Bomber|
426|2|620|0|Sun Shark Bomber|
426|1|6433|0|Sun Shark Bomber|
426|6|6437|0|Sun Shark Bomber|
427|1|622|0||
428|9|6349|0|Sniper Drone|
428|8|6348|0|Sniper Drone|
428|7|6347|0|Sniper Drone|
428|6|6346|0|Sniper Drone|
428|4|6342|0|Sniper Drone|
428|3|6352|0|Firesight Marksman|
428|2|624|0|Firesight Marksman|
428|1|623|0|Firesight Marksman|
428|5|6345|0|Sniper Drone|
430|9|6346|0|Gun Drones|
430|12|6349|0|Gun Drones|
430|13|6351|0|Gun Drones|
430|11|6348|0|Gun Drones|
430|10|6347|0|Gun Drones|
430|8|6345|0|Gun Drones|
430|2|6422|0|Sky Ray Gunship|
430|6|6352|0|Sky Ray Gunship|
430|5|626|0|Sky Ray Gunship|
430|4|6427|0|Sky Ray Gunship|
430|3|6423|0|Sky Ray Gunship|
430|1|6421|0|Sky Ray Gunship|
430|7|6342|0|Gun Drones|
431|9|6346|0|Gun Drones|
431|13|6351|0|Gun Drones|
431|12|6349|0|Gun Drones|
431|11|6348|0|Gun Drones|
431|10|6347|0|Gun Drones|
431|8|6345|0|Gun Drones|
431|6|2700|0|Longstrike|
431|7|6342|0|Gun Drones|
431|5|2699|0|Longstrike|
431|4|2698|0|Longstrike|
431|3|6405|0|Longstrike|
431|2|6404|0|Longstrike|
431|1|6403|0|Longstrike|
432|11|6351|0|Gun Drones|
432|10|6349|0|Gun Drones|
432|9|6348|0|Gun Drones|
432|7|6346|0|Gun Drones|
432|8|6347|0|Gun Drones|
432|4|6420|0|Hammerhead|
432|3|6427|0|Hammerhead|
432|2|6405|0|Hammerhead|
432|1|6403|0|Hammerhead|
432|5|6342|0|Gun Drones|
432|6|6345|0|Gun Drones|
433|6|543|0||
433|1|6340|0||
433|2|6417|0||
433|3|6372|0||
433|4|539|0||
433|5|6418|0||
434|8|539|0||
434|9|542|0||
434|7|6372|0||
434|10|543|0||
434|6|6410|0||
434|4|6450|0||
434|3|6449|0||
434|2|635|0||
434|1|634|0||
434|5|6371|0||
435|1|6444|0||
435|2|6439|0||
435|3|6445|0||
435|4|6446|0||
435|5|6447|0||
435|6|6440|0||
435|7|6443|0||
436|2|6439|0|Tidewall Shieldline and Tidewall Defence Platform|
436|7|6443|0|Tidewall Defence Platform|
436|6|6442|0|Tidewall Defence Platform|
436|5|644|0|Tidewall Shieldline|
436|1|6438|0|Tidewall Shieldline and Tidewall Defence Platform|
436|3|6440|0|Tidewall Shieldline and Tidewall Defence Platform|
436|4|6441|0|Tidewall Shieldline|
437|4|6440|0||
437|1|6444|0||
437|2|6439|0||
437|3|6448|0||
437|5|6443|0||
438|4|653|0||
438|3|652|0||
438|5|596|0||
438|1|534|0||
438|2|2695|0||
439|14|6352|0|Blacklight Marker Drone|
439|9|6346|0|Blacklight Marker Drone|
439|13|6451|0|Blacklight Marker Drone|
439|12|6349|0|Blacklight Marker Drone|
439|11|6348|0|Blacklight Marker Drone|
439|10|6347|0|Blacklight Marker Drone|
439|8|6345|0|Blacklight Marker Drone|
439|1|6340|0|Shas’o R’alai|
439|6|5083|0|Shas’o R’alai|
439|5|5082|0|Shas’o R’alai|
439|4|5081|0|Shas’o R’alai|
439|3|6374|0|Shas’o R’alai|
439|2|6342|0|Shas’o R’alai|
439|7|6342|0|Blacklight Marker Drone|
440|1|534|0||
440|2|2695|0||
440|3|596|0||
441|3|661|0||
441|1|534|0||
441|2|2702|0||
442|1|534|0||
442|2|2695|0||
442|3|542|0||
442|4|596|0||
443|6|539|0||
443|9|543|0||
443|7|540|0||
443|5|6372|0||
443|8|542|0||
443|3|5084|0||
443|2|6342|0||
443|1|6340|0||
443|4|6371|0||
444|1|5086|0||
444|2|670|0||
444|3|6371|10||
444|4|6372|10||
444|5|539|5||
444|6|542|10||
444|7|543|10||
445|7|543|10||
445|6|542|10||
445|5|539|5||
445|3|6371|10||
445|2|673|0||
445|1|672|0||
445|4|6372|10||
446|1|675|0||
446|2|5097|0||
446|3|5098|0||
447|1|5085|0||
447|2|6452|0||
448|1|680|0||
449|2|550|0||
449|1|534|0||
449|3|2702|0||
452|4|5088|0||
452|3|5087|0||
452|5|5089|0||
452|1|196|0||
452|2|200|0||
453|1|196|0||
453|2|199|0||
453|3|200|0||
453|4|5090|0||
453|5|5091|0||
454|4|5092|0||
454|3|199|0||
454|5|5099|0||
454|1|196|0||
454|2|200|0||
455|1|196|0||
455|2|200|0||
455|3|199|0||
455|4|5092|0||
455|5|5093|0||
456|1|196|0||
456|2|199|0||
456|3|200|0||
456|4|5079|0||
456|5|5080|0||
457|6|5096|0||
457|4|5094|0||
457|5|5095|0||
457|2|200|0||
457|3|199|0||
457|1|196|0||
458|1|694|0||
459|1|534|0||
459|2|550|0||
460|8|712|5||
460|7|6573|0||
460|6|711|15||
460|5|709|0||
460|3|708|0||
460|2|707|0||
460|1|705|0||
460|4|710|0||
461|6|721|0||
461|7|709|0||
461|5|6576|0||
461|1|705|0||
461|3|710|0||
461|2|707|0||
461|4|720|0||
462|1|6586|0||
462|2|725|0||
462|3|6587|0||
462|4|724|0||
462|5|726|0||
462|6|6588|0||
463|4|6577|0||
463|3|727|0||
463|5|6578|0||
463|1|705|0||
463|2|707|0||
464|1|705|0||
464|2|707|0||
464|3|730|0||
464|4|711|5||
464|5|6580|5||
464|6|6573|0||
464|7|712|5||
465|8|712|5||
465|7|711|10||
465|6|6582|0||
465|5|6581|0||
465|3|733|0||
465|2|707|0||
465|1|705|0||
465|4|731|0||
466|1|705|0||
466|2|707|0||
466|3|6589|0||
466|4|711|15||
466|5|6580|5||
466|6|6573|0||
466|7|712|10||
467|9|712|3||
467|8|6609|20||
467|7|6580|0||
467|5|6602|0||
467|6|6608|1||
467|3|6611|0||
467|2|6610|0||
467|1|735|0||
467|4|6612|0||
468|1|6561|0||
468|2|711|1||
468|3|712|1||
469|4|712|1||
469|3|711|2||
469|2|738|0||
469|1|6561|0||
470|1|6562|0||
470|2|6615|0||
470|3|6616|0||
471|6|712|10||
471|5|6573|0||
471|4|711|15||
471|1|6594|0||
471|2|6595|0||
471|3|6596|0||
472|1|6632|0||
472|2|6633|0||
472|3|711|5||
472|4|712|5||
473|1|743|0||
473|2|6597|0||
473|3|744|0||
473|4|6598|0||
474|5|746|0||
474|4|6601|0||
474|6|745|0||
474|2|707|0||
474|1|705|0||
474|3|6600|0||
475|1|705|0||
475|2|707|0||
475|3|748|0||
475|4|6607|0||
475|5|749|0||
476|1|6605|0||
476|2|751|0||
476|3|6606|0||
477|1|753|0||
477|2|6602|0||
478|3|6604|0||
478|2|6603|0||
478|1|755|0||
479|1|757|0||
479|2|758|0||
479|3|6597|0||
479|4|6599|0||
479|5|744|0||
479|6|6598|0||
482|1|6562|0||
482|2|6613|0||
482|3|6614|0||
483|1|2476|0||
484|1|6561|0||
485|6|764|0||
485|4|6638|0||
485|5|6639|0||
485|2|6636|0||
485|3|6637|0||
485|1|6640|0||
486|1|6635|0||
486|2|6636|0||
486|3|6637|0||
486|4|6638|0||
486|5|6639|0||
486|6|764|0||
487|1|6623|0||
