datasheet_id|line|wargear_id|cost|model|is_upgrade
92|2|000000123|10||False
92|3|000000106|5||True
92|3|000000150|0||False
92|4|000000107|5||True
92|4|000002944|0||False
92|5|000000108|5||True
92|5|000000180|5||False
92|6|000000115|5||True
92|6|000000182|5||False
92|7|000002976|10||True
92|7|000000183|10||False
92|8|000000185|5||False
92|8|000000120|10||True
92|9|000000186|5||False
92|9|000000118|5||True
92|10|000000117|0||False
92|10|000002424|5||True
92|11|000000129|0||False
92|11|000000122|10||True
92|12|000000123|10||True
92|13|000002977|5||True
92|14|000000131|15||True
92|15|000000135|10||True
92|16|000000136|15||True
92|17|000000137|20||True
92|18|000000140|15||True
92|19|000000142|10||True
92|20|000000144|5||True
92|21|000000151|3||True
93|1|000000098|0||False
93|1|000002944|0||True
93|2|000000098|0||True
93|2|000002944|0||False
93|3|000000118|5||True
93|3|000002991|15||False
93|4|000002424|5||True
93|4|000000187|10||False
93|5|000000117|0||False
93|5|000002977|5||True
93|6|000000129|0||False
93|6|000000180|3||True
93|7|000000144|5||True
93|8|000000182|3||True
93|9|000000183|8||True
93|10|000000185|3||True
93|11|000000186|3||True
93|12|000000191|12||True
94|1|000000095|0||False
94|1|000000124|0||True
94|2|000000123|5||False
94|2|000002975|5||True
94|3|000000136|0||False
94|3|000000137|5||True
94|4|000000151|0||False
94|4|000000160|20||True
94|5|000000175|0||False
94|6|000002994|0||False
95|1|000000124|0||True
95|1|000000095|0||False
95|2|000000123|5||False
95|2|000002975|5||True
95|3|000000136|0||False
95|3|000000137|5||True
95|4|000000160|20||True
95|4|000000151|0||False
95|5|000000175|0||False
95|6|000002995|10||False
95|7|000002994|0||False
96|1|000000104|0||False
96|2|000000128|0||False
96|3|000000137|0||False
96|4|000000175|0||False
97|1|000000123|5||False
97|2|000000125|5||False
97|3|000000126|5||False
97|4|000000135|0||False
97|5|000000151|0||False
97|6|000002423|0||False
97|7|000002996|0||False
97|8|000000188|0||False
98|1|000000095|10||False
98|2|000000110|25||False
98|3|000000123|5||False
98|4|000000151|0||False
98|5|000000169|0||False
98|6|000000183|0||False
98|7|000000186|0||False
99|1|000000180|0||False
99|2|000000191|10||False
102|1|000000098|0||False
102|1|000002944|0||True
102|2|000000098|0||True
102|2|000000115|0||False
102|3|000000144|0||False
102|3|000000118|0||True
102|4|000000135|5||False
102|4|000002424|0||True
102|5|000002977|0||True
102|5|000000142|5||False
102|6|000002944|0||False
102|6|000000180|0||True
102|7|000000176|5||False
102|7|000000144|0||True
102|8|000000117|0||False
102|8|000000182|0||True
102|9|000000129|0||False
102|9|000000183|5||True
102|10|000000185|0||True
102|11|000000186|0||True
102|12|000000191|10||True
103|1|000000094|0||False
103|2|000001661|10||False
104|1|000000098|0||False
104|1|000002944|0||True
104|2|000000096|0||False
104|2|000000098|0||True
104|3|000000097|0||False
104|3|000000105|10||True
104|4|000000106|10||True
104|4|000000100|0||False
104|5|000000156|0||False
104|5|000000107|10||True
104|6|000000108|10||True
104|6|000000172|0||False
104|7|000000117|0||False
104|7|000000118|5||True
104|8|000000129|0||False
104|8|000002424|5||True
104|9|000002977|5||True
104|10|000000180|5||True
104|11|000000144|5||True
104|12|000000182|5||True
104|13|000000183|10||True
104|14|000000185|5||True
104|15|000000186|5||True
104|16|000000151|5||True
104|17|000000191|15||True
105|1|000000098|0||False
105|1|000002944|0||True
105|2|000000098|0||True
105|2|000000144|5||False
105|3|000000100|0||False
105|3|000000105|10||True
105|4|000000122|20||False
105|4|000000106|10||True
105|5|000000107|10||True
105|5|000000137|30||False
105|6|000000108|10||True
105|6|000000156|0||False
105|7|000000115|5||True
105|7|000002944|0||False
105|8|000000120|10||True
105|8|000000117|0||False
105|9|000000129|0||False
105|9|000000118|5||True
105|10|000002424|5||True
105|11|000002977|5||True
105|12|000000180|5||True
105|13|000000135|10||True
105|14|000000142|10||True
105|15|000000144|5||True
105|16|000000182|5||True
105|17|000000183|10||True
105|18|000000185|5||True
105|19|000000186|5||True
105|20|000000151|5||True
105|21|000000191|15||True
106|1|000000098|0||False
106|2|000000122|0||False
106|3|000000137|10||False
106|4|000000156|0||False
106|5|000000117|0||False
106|6|000000129|0||False
107|1|000000103|0||False
107|2|000000122|0||False
108|1|000000122|0||False
108|2|000000137|10||False
109|1|000000125|5||False
109|2|000000151|5||False
110|1|000000125|5||False
110|2|000000162|22||False
111|1|000000125|5||False
111|2|000000151|5||False
111|3|000000154|25||False
111|4|000000157|0||False
111|5|000000160|10||False
112|1|000000111|0||False
112|2|000000151|0||False
113|1|000000095|0||False
113|2|000000122|5||False
113|3|000000127|0||False
113|4|000000130|25||False
113|5|000000147|0||False
113|6|000000163|20||False
114|1|000000122|5||False
114|2|000000131|10||False
114|3|000000147|0||False
114|4|000000154|0||False
114|5|000000163|20||False
115|1|000000098|0||False
115|1|000002944|0||True
115|2|000000100|0||False
115|2|000000098|0||True
115|3|000000117|0||False
115|3|000000105|10||True
115|4|000000106|10||True
115|4|000000129|0||False
115|5|000000107|10||True
115|6|000000108|10||True
115|7|000002976|10||True
115|8|000000118|5||True
115|9|000002424|5||True
115|10|000000122|10||True
115|11|000000123|10||True
115|12|000002977|5||True
115|13|000000131|15||True
115|14|000000180|5||True
115|15|000000136|15||True
115|16|000000137|20||True
115|17|000000140|15||True
115|18|000000144|5||True
115|19|000000182|5||True
115|20|000000183|10||True
115|21|000000185|5||True
115|22|000000186|5||True
115|23|000000151|5||True
115|24|000000191|15||True
116|1|000000102|0||False
116|2|000002976|10||False
116|3|000000122|10||False
116|4|000000126|0||False
116|5|000000131|15||False
117|1|000000098|0||False
117|2|000000144|5||False
117|3|000001662|0||False
117|4|000001663|0||False
117|5|000000143|0||False
117|6|000000117|0||False
117|7|000000129|0||False
118|1|000000098|0||False
118|2|000000115|0||False
118|3|000000141|0||False
118|4|000000153|0||False
118|5|000000189|0||False
119|1|000000122|15||False
119|2|000000125|5||False
119|3|000000131|20||False
119|4|000000145|0||False
119|5|000000151|5||False
120|1|000000125|5||False
120|2|000000151|5||False
120|3|000000165|0||False
120|4|000000166|10||False
121|1|000000112|0||False
121|2|000000125|5||False
121|3|000000151|5||False
122|1|000000125|5||False
122|2|000000148|0||False
122|3|000000151|5||False
123|1|000000125|5||False
123|2|000000127|0||False
123|3|000000151|5||False
124|1|000000126|15||False
124|2|000000152|0||False
124|3|000000154|0||False
124|4|000000157|0||False
124|5|000000159|0||False
124|6|000000160|10||False
124|7|000000161|20||False
124|8|000000163|10||False
125|1|000000125|5||False
125|2|000000137|25||False
125|3|000000151|5||False
125|4|000000157|0||False
125|5|000000160|0||False
126|1|000000125|5||False
126|2|000000126|0||False
126|3|000000137|25||False
126|4|000000151|5||False
126|5|000000154|0||False
127|1|000000116|0||False
127|2|000000125|5||False
127|3|000000137|25||False
127|4|000000151|5||False
127|5|000000154|0||False
128|1|000002632|11||False
128|2|000000119|20||False
128|3|000000125|5||False
128|4|000000137|22||False
128|5|000000151|3||False
128|6|000000160|40||False
129|1|000000196|0||False
129|2|000000197|0||False
129|3|000000198|0||False
130|1|000000199|0||False
131|1|000000200|0||False
131|2|000000183|0||False
131|3|000000117|0||False
131|4|000000129|0||False
132|1|000000201|0||False
132|2|000000202|0||False
133|1|000000201|0||False
133|2|000000202|0||False
133|3|000000187|0||False
134|1|000002435|0||False
134|2|000000203|0||False
134|3|000000117|0||False
134|4|000000129|0||False
135|1|000000098|0||False
135|2|000000204|0||False
135|3|000000117|0||False
135|4|000000129|0||False
136|1|000000205|0||False
136|2|000002434|0||False
136|3|000000117|0||False
136|4|000000129|0||False
137|1|000000098|0||False
137|2|000000206|0||False
137|3|000000117|0||False
137|4|000000129|0||False
138|1|000000098|0||False
138|2|000000189|0||False
138|3|000000117|0||False
138|4|000000129|0||False
139|1|000000098|0||False
139|2|000000150|0||False
139|3|000000117|0||False
139|4|000000129|0||False
140|1|000000125|5||False
140|2|000000131|20||False
140|3|000000137|25||False
140|4|000000151|3||False
140|5|000000160|40||False
141|1|000003655|0||False
141|2|000003658|0||False
141|3|000000207|0||False
141|4|000000117|0||False
141|5|000000129|0||False
142|1|000000098|0||False
142|2|000000208|0||False
142|3|000000117|0||False
142|4|000000129|0||False
143|1|000000144|0||False
143|2|000002434|0||False
143|3|000000117|0||False
143|4|000000129|0||False
145|1|000000097|0||False
145|1|000002944|0||True
145|2|000000098|0||False
145|2|000000098|0||True
145|3|000000100|0||False
145|3|000000105|10||True
145|4|000002944|0||False
145|4|000000106|10||True
145|5|000000172|0||False
145|5|000000107|10||True
145|6|000000108|10||True
145|6|000000182|5||False
145|7|000000115|5||True
145|7|000000183|10||False
145|8|000002976|10||True
145|8|000000185|5||False
145|9|000000186|5||False
145|9|000000120|10||True
145|10|000000118|5||True
145|10|000000117|0||False
145|11|000000129|0||False
145|11|000002424|0||True
145|12|000000122|10||True
145|13|000000123|0||True
145|14|000002977|0||True
145|15|000000131|15||True
145|16|000000180|5||True
145|17|000000135|10||True
145|18|000000136|15||True
145|19|000000137|20||True
145|20|000000140|15||True
145|21|000000142|10||True
145|22|000000144|5||True
145|23|000000182|5||True
145|24|000000183|10||True
145|25|000000185|5||True
145|26|000000186|5||True
145|27|000000151|5||True
145|28|000000191|15||True
146|1|000002479|0||False
146|2|000000210|0||False
146|3|000000117|0||False
146|4|000000129|0||False
147|1|000000098|0||False
147|2|000000211|0||False
147|3|000000212|0||False
147|4|000000117|0||False
147|5|000000129|0||False
148|1|000000098|0||False
148|2|000000213|0||False
148|3|000000117|0||False
148|4|000000129|0||False
149|1|000000098|0||False
149|2|000000156|0||False
149|3|000002635|0||False
149|4|000000117|0||False
149|5|000000129|0||False
150|1|000000098|0||False
150|2|000000100|0||False
150|3|000000115|5||False
150|4|000000123|10||False
150|5|000000135|10||False
150|6|000000137|20||False
150|7|000000142|10||False
150|8|000000144|5||False
150|9|000000151|3||False
150|10|000000170|0||False
150|11|000000182|5||False
150|12|000000183|10||False
150|13|000000185|5||False
150|14|000000186|5||False
150|15|000000117|0||False
150|16|000000129|0||False
243|1|000001176|15||False
243|2|000003667|0||False
243|3|000000252|0||False
373|1|000003539|0||False
373|2|000000317|0||False
373|3|000003540|0||False
373|4|000003541|0||False
374|1|000003539|0||False
374|2|000000309|0||False
374|3|000003540|0||False
374|4|000003541|0||False
375|1|000000303|5||True
375|1|000003539|0||False
375|2|000000311|10||True
375|2|000000313|0||False
375|3|000000312|0||True
375|3|000003540|0||False
375|4|000000313|0||True
375|4|000003541|0||False
375|5|000000314|0||True
375|6|000000316|0||True
375|7|000000304|5||True
375|8|000000305|10||True
376|1|000000303|5||True
376|1|000003539|0||False
376|2|000000311|10||True
376|2|000000314|0||False
376|3|000000312|0||True
376|3|000003540|0||False
376|4|000000313|0||True
376|4|000003541|0||False
376|5|000000314|0||True
376|6|000000316|0||True
376|7|000000304|5||True
376|8|000000305|10||True
377|1|000003539|0||False
377|2|000000314|0||False
377|3|000003540|0||False
377|4|000003541|0||False
378|1|000003542|0||False
378|2|000000312|5||False
378|3|000003540|0||False
378|4|000003541|0||False
379|1|000003542|0||False
379|2|000000314|0||False
379|3|000003540|0||False
379|4|000003541|0||False
380|1|000003542|0||False
380|2|000000307|0||False
380|3|000003540|0||False
380|4|000003541|0||False
381|1|000000303|0||True
381|1|000003542|0||False
381|2|000000311|10||True
381|2|000000314|0||False
381|3|000000312|0||True
381|3|000003540|0||False
381|4|000003541|0||False
381|4|000000313|0||True
381|5|000000314|0||True
381|6|000000316|0||True
381|7|000000304|0||True
381|8|000000305|5||True
382|1|000003542|0||False
382|1|000000303|5||True
382|2|000000311|10||True
382|2|000000314|0||False
382|3|000000312|0||True
382|3|000003540|0||False
382|4|000000313|0||True
382|4|000003541|0||False
382|5|000000314|0||True
382|6|000000316|0||True
382|7|000000304|5||True
382|8|000000305|10||True
383|1|000000303|0||True
383|1|000003542|0||False
383|2|000000311|10||True
383|2|000000314|0||False
383|3|000003540|0||False
383|3|000000312|0||True
383|4|000000313|0||True
383|4|000003541|0||False
383|5|000000314|0||True
383|6|000000316|0||True
383|7|000000304|0||True
383|8|000000305|5||True
384|1|000000303|5||True
384|1|000003542|0||False
384|2|000000311|10||True
384|2|000000314|0||False
384|3|000000312|0||True
384|3|000003540|0||False
384|4|000000313|0||True
384|4|000003541|0||False
384|5|000000314|0||True
384|6|000000316|0||True
384|7|000000304|5||True
384|8|000000305|10||True
385|1|000003542|0||False
385|1|000000303|5||True
385|2|000000312|5||False
385|2|000000304|10||True
385|3|000003540|0||False
385|3|000000305|10||True
385|4|000003541|0||False
386|1|000000311|10||False
386|2|000000312|0||False
386|3|000000313|0||False
386|4|000000314|0||False
386|5|000000316|0||False
386|6|000003540|0||False
386|7|000003541|0||False
387|1|000003542|0||False
387|1|000000303|0||True
