datasheet_id|keyword|model|is_faction_keyword
31|fly||False
31|ork||True
31|<clan>||True
32|fly||False
32|vehicle||False
32|mek||False
32|aircraft||False
32|wazbom blastajet||False
32|ork||True
32|<clan>||True
33|speed freeks||False
33|biker||False
33|warbikers||False
33|core||False
33|ork||True
33|<clan>||True
34|wartrakks||False
34|vehicle||False
34|speed freeks||False
34|<clan>||True
34|ork||True
35|skorchas||False
35|vehicle||False
35|speed freeks||False
35|<clan>||True
35|ork||True
36|warbuggies||False
36|vehicle||False
36|speed freeks||False
36|<clan>||True
36|ork||True
37|vehicle||False
37|gretchin||False
37|artillery||False
37|big gunz||False
37|<clan>||True
37|ork||True
38|vehicle||False
38|mek gunz||False
38|gretchin||False
38|artillery||False
38|<clan>||True
38|ork||True
39|transport||False
39|battlewagon||False
39|wagon||False
39|vehicle||False
39|ork||True
39|<clan>||True
40|deff dreads||False
40|walkerz||False
40|vehicle||False
40|ork||True
40|<clan>||True
41|walkerz||False
41|vehicle||False
41|killa kans||False
41|gretchin||False
41|<clan>||True
41|ork||True
42|morkanaut||False
42|walkerz||False
42|transport||False
42|titanic||False
42|vehicle||False
42|<clan>||True
42|ork||True
43|walkerz||False
43|transport||False
43|gorkanaut||False
43|titanic||False
43|vehicle||False
43|<clan>||True
43|ork||True
44|lootas||False
44|infantry||False
44|core||False
44|mob||False
44|<clan>||True
44|ork||True
45|infantry||False
45|mob||False
45|flash gitz||False
45|<clan>||True
45|ork||True
46|titanic||False
46|walkerz||False
46|vehicle||False
46|stompa||False
46|transport||False
46|ork||True
46|<clan>||True
47|character||False
47|zhadsnark da ripper||False
47|warboss||False
47|speed freeks||False
47|biker||False
47|evil sunz||True
47|ork||True
48|infantry||False
48|character||False
48|mek boss buzzgob||False
48|big mek||False
48|ork||True
48|goffs||True
49|grot tanks||False
49|gretchin||False
49|vehicle||False
49|ork||True
49|<clan>||True
50|vehicle||False
50|gretchin||False
50|grot mega-tank||False
50|<clan>||True
50|ork||True
51|squiggoth||False
51|transport||False
51|monster||False
51|<clan>||True
51|ork||True
52|meka-dread||False
52|vehicle||False
52|walkerz||False
52|<clan>||True
52|ork||True
53|vehicle||False
53|lifta wagon||False
53|battlewagon||False
53|<clan>||True
53|ork||True
54|transport||False
54|big trakk||False
54|vehicle||False
54|ork||True
54|<clan>||True
55|transport||False
55|kannonwagon||False
55|vehicle||False
55|ork||True
55|<clan>||True
56|kill tank||False
56|vehicle||False
56|titanic||False
56|transport||False
56|<clan>||True
56|ork||True
57|fly||False
57|vehicle||False
57|aircraft||False
57|transport||False
57|chinork warkopta||False
57|ork||True
57|<clan>||True
58|kustom stompa||False
58|vehicle||False
58|titanic||False
58|transport||False
58|walkerz||False
58|<clan>||True
58|ork||True
59|monster||False
59|gargantuan squiggoth||False
59|titanic||False
59|transport||False
59|<clan>||True
59|ork||True
60|death company||False
60|fly||False
60|infantry||False
60|character||False
60|captain||False
60|jump pack||False
60|adeptus astartes||True
60|<chapter>||True
60|imperium||True
61|death company||False
61|infantry||False
61|deathwing||False
61|terminator||False
61|captain||False
61|character||False
61|adeptus astartes||True
61|<chapter>||True
61|imperium||True
63|mk x gravis||False
63|death company||False
63|infantry||False
63|captain||False
63|primaris||False
63|character||False
63|imperium||True
63|adeptus astartes||True
63|<chapter>||True
64|biker||False
64|ravenwing||False
64|captain||False
64|character||False
64|death company||False
64|adeptus astartes||True
64|<chapter>||True
64|imperium||True
65|psyker||False
65|fly||False
65|jump pack||False
65|infantry||False
65|character||False
65|librarian||False
65|deathwing||False
65|imperium||True
65|<chapter>||True
65|adeptus astartes||True
66|deathwing||False
66|terminator||False
66|psyker||False
66|character||False
66|infantry||False
66|librarian||False
66|<chapter>||True
66|adeptus astartes||True
66|imperium||True
67|character||False
67|psyker||False
67|librarian||False
67|biker||False
67|imperium||True
67|<chapter>||True
67|adeptus astartes||True
68|infantry||False
68|techmarine||False
68|character||False
68|<chapter>||True
68|adeptus astartes||True
68|imperium||True
69|infantry||False
69|servitors||False
69|adeptus astartes||True
69|imperium||True
69|<chapter>||True
70|character||False
70|biker||False
70|techmarine||False
70|adeptus astartes||True
70|<chapter>||True
70|imperium||True
71|fly||False
71|infantry||False
71|wolf priest||False
71|character||False
71|priest||False
71|jump pack||False
71|chaplain||False
71|imperium||True
71|<chapter>||True
71|adeptus astartes||True
72|infantry||False
72|priest||False
72|character||False
72|terminator||False
72|chaplain||False
72|wolf priest||False
72|deathwing||False
72|adeptus astartes||True
72|<chapter>||True
72|imperium||True
73|chaplain||False
73|character||False
73|priest||False
73|biker||False
73|<chapter>||True
73|adeptus astartes||True
73|imperium||True
74|apothecary||False
74|character||False
74|infantry||False
74|command squad||False
74|imperium||True
74|<chapter>||True
74|adeptus astartes||True
75|apothecary||False
75|biker||False
75|character||False
75|adeptus astartes||True
75|imperium||True
75|<chapter>||True
76|infantry||False
76|primaris||False
76|character||False
76|wolf guard||False
76|lieutenant||False
76|death company||False
76|<chapter>||True
76|adeptus astartes||True
76|imperium||True
77|company ancient||False
77|wolf guard||False
77|character||False
77|infantry||False
77|command squad||False
77|ancient||False
77|imperium||True
77|<chapter>||True
77|adeptus astartes||True
78|biker||False
78|ancient||False
78|character||False
78|company ancient||False
78|imperium||True
78|<chapter>||True
78|adeptus astartes||True
79|ancient||False
79|infantry||False
79|primaris||False
79|character||False
79|wolf guard||False
79|imperium||True
79|<chapter>||True
79|adeptus astartes||True
80|character||False
80|company champion||False
80|infantry||False
80|command squad||False
80|imperium||True
80|<chapter>||True
80|adeptus astartes||True
81|biker||False
81|company champion||False
81|character||False
81|adeptus astartes||True
81|<chapter>||True
81|imperium||True
82|infantry||False
82|core||False
82|wolf guard||False
82|command squad||False
82|company veterans||False
82|<chapter>||True
82|imperium||True
82|adeptus astartes||True
83|biker||False
83|company veterans||False
83|imperium||True
83|<chapter>||True
83|adeptus astartes||True
84|melta bombs||False
84|tactical squad||False
84|core||False
84|infantry||False
84|imperium||True
84|<chapter>||True
84|adeptus astartes||True
85|infantry||False
85|scout||False
85|smokescreen||False
85|core||False
85|scout squad||False
85|adeptus astartes||True
85|<chapter>||True
85|imperium||True
86|intercessors||False
86|infantry||False
86|core||False
86|primaris||False
86|intercessor squad||False
86|<chapter>||True
86|adeptus astartes||True
86|imperium||True
87|imperial space marine||False
87|infantry||False
87|character||False
87|<chapter>||True
87|adeptus astartes||True
87|imperium||True
88|core||False
88|infantry||False
88|honour guard||False
88|imperium||True
88|ultramarines||True
88|adeptus astartes||True
89|character||False
89|chapter ancient||False
89|infantry||False
89|ancient||False
89|imperium||True
89|ultramarines||True
89|adeptus astartes||True
90|character||False
90|chapter champion||False
90|infantry||False
90|imperium||True
90|ultramarines||True
90|adeptus astartes||True
91|centurion||False
91|infantry||False
91|assault launchers||False
91|centurion assault squad||False
91|adeptus astartes||True
91|<chapter>||True
91|imperium||True
92|infantry||False
92|core||False
92|sternguard veteran squad||False
92|<chapter>||True
92|adeptus astartes||True
92|imperium||True
93|infantry||False
93|vanguard veteran squad||False
93|core||False
93|jump pack||False
93|melta bombs||False
93|fly||False
93|adeptus astartes||True
93|<chapter>||True
93|imperium||True
94|dreadnought||False
94|smokescreen||False
94|vehicle||False
94|core||False
94|imperium||True
94|<chapter>||True
94|adeptus astartes||True
95|dreadnought||False
95|core||False
95|smokescreen||False
95|vehicle||False
95|venerable dreadnought||False
95|adeptus astartes||True
95|<chapter>||True
95|imperium||True
96|contemptor dreadnought||False
96|vehicle||False
96|dreadnought||False
96|core||False
96|adeptus astartes||True
96|<chapter>||True
96|imperium||True
97|ironclad dreadnought||False
97|assault launchers||False
97|core||False
97|dreadnought||False
97|smokescreen||False
97|vehicle||False
97|adeptus astartes||True
97|<chapter>||True
97|imperium||True
98|core||False
98|terminator squad||False
98|terminator||False
98|deathwing||False
98|infantry||False
98|wolf guard||False
98|imperium||True
98|<chapter>||True
98|adeptus astartes||True
99|core||False
99|terminator||False
99|wolf guard||False
99|deathwing||False
99|infantry||False
99|terminator assault squad||False
99|imperium||True
99|<chapter>||True
99|adeptus astartes||True
102|core||False
102|jump pack||False
102|fly||False
102|infantry||False
102|assault squad||False
102|melta bombs||False
102|adeptus astartes||True
102|<chapter>||True
102|imperium||True
103|inceptor squad||False
103|fly||False
103|mk x gravis||False
103|primaris||False
103|core||False
103|infantry||False
103|jump pack||False
103|adeptus astartes||True
103|<chapter>||True
103|imperium||True
104|biker||False
104|scout||False
104|core||False
104|scout bike squad||False
104|smokescreen||False
104|adeptus astartes||True
104|<chapter>||True
104|imperium||True
105|biker||False
105|bike squad||False
105|core||False
105|ravenwing||False
105|swiftclaw||False
105|imperium||True
105|<chapter>||True
105|adeptus astartes||True
106|swiftclaw||False
106|ravenwing||False
106|core||False
106|biker||False
106|attack bike squad||False
106|adeptus astartes||True
106|<chapter>||True
106|imperium||True
107|land speeder||False
107|scout||False
107|land speeder storm||False
107|transport||False
107|vehicle||False
107|fly||False
107|imperium||True
107|adeptus astartes||True
107|<chapter>||True
108|ravenwing||False
108|vehicle||False
108|fly||False
108|land speeders||False
108|<chapter>||True
108|adeptus astartes||True
108|imperium||True
109|transport||False
109|rhino||False
109|smokescreen||False
109|vehicle||False
109|imperium||True
109|adeptus astartes||True
109|<chapter>||True
110|transport||False
110|vehicle||False
110|rhino primaris||False
110|adeptus astartes||True
110|<chapter>||True
110|imperium||True
111|smokescreen||False
111|vehicle||False
111|transport||False
111|razorback||False
111|adeptus astartes||True
111|<chapter>||True
111|imperium||True
112|transport||False
112|drop pod||False
112|vehicle||False
112|adeptus astartes||True
112|<chapter>||True
112|imperium||True
113|fly||False
113|vehicle||False
113|aircraft||False
113|stormhawk interceptor||False
113|adeptus astartes||True
113|<chapter>||True
113|imperium||True
114|aircraft||False
114|stormtalon gunship||False
114|fly||False
114|vehicle||False
114|imperium||True
114|<chapter>||True
114|adeptus astartes||True
115|devastator squad||False
115|core||False
115|infantry||False
115|imperium||True
115|adeptus astartes||True
115|<chapter>||True
116|centurion||False
116|infantry||False
116|centurion devastator squad||False
116|imperium||True
116|<chapter>||True
116|adeptus astartes||True
117|hellblaster squad||False
117|primaris||False
117|core||False
117|infantry||False
117|imperium||True
117|<chapter>||True
117|adeptus astartes||True
118|vehicle|thunderfire cannon|False
118|artillery|thunderfire cannon|False
118|infantry|techmarine gunner|False
118|character|techmarine gunner|False
118|gunner|techmarine gunner|False
118|thunderfire cannon|thunderfire cannon|False
118|<chapter>||True
118|imperium||True
118|adeptus astartes||True
119|smokescreen||False
119|vehicle||False
119|predator||False
119|predator destructor||False
119|adeptus astartes||True
119|<chapter>||True
119|imperium||True
120|whirlwind||False
120|vehicle||False
120|smokescreen||False
120|adeptus astartes||True
120|<chapter>||True
120|imperium||True
121|smokescreen||False
121|vehicle||False
121|vindicator||False
121|imperium||True
121|<chapter>||True
121|adeptus astartes||True
122|smokescreen||False
122|vehicle||False
122|hunter||False
122|imperium||True
122|<chapter>||True
122|adeptus astartes||True
123|vehicle||False
123|stalker||False
123|smokescreen||False
123|<chapter>||True
123|imperium||True
123|adeptus astartes||True
124|fly||False
124|vehicle||False
124|transport||False
124|aircraft||False
124|machine spirit||False
124|stormraven gunship||False
124|adeptus astartes||True
124|<chapter>||True
124|imperium||True
125|machine spirit||False
125|land raider||False
125|transport||False
125|vehicle||False
125|smokescreen||False
125|adeptus astartes||True
125|<chapter>||True
125|imperium||True
126|vehicle||False
126|transport||False
126|smokescreen||False
126|assault launchers||False
126|land raider||False
126|land raider crusader||False
126|machine spirit||False
126|imperium||True
126|<chapter>||True
126|adeptus astartes||True
127|smokescreen||False
127|vehicle||False
127|transport||False
127|land raider redeemer||False
127|machine spirit||False
127|assault launchers||False
127|land raider||False
127|<chapter>||True
127|imperium||True
127|adeptus astartes||True
128|land raider||False
128|land raider excelsior||False
128|transport||False
128|vehicle||False
128|imperium||True
128|<chapter>||True
128|adeptus astartes||True
129|monster||False
129|primarch||False
129|roboute guilliman||False
129|character||False
129|imperium||True
129|ultramarines||True
129|adeptus astartes||True
130|lysander||False
130|captain||False
130|terminator||False
130|infantry||False
130|character||False
130|imperial fists||True
130|imperium||True
130|adeptus astartes||True
131|chapter master||False
131|character||False
131|pedro kantor||False
131|infantry||False
131|crimson fists||True
131|imperium||True
131|adeptus astartes||True
132|mk x gravis||False
132|character||False
132|chapter master||False
132|primaris||False
132|infantry||False
132|marneus calgar||False
132|imperium||True
132|ultramarines||True
132|adeptus astartes||True
133|marneus calgar||False
133|chapter master||False
133|character||False
133|infantry||False
133|imperium||True
133|ultramarines||True
133|adeptus astartes||True
134|sicarius||False
134|infantry||False
134|captain||False
134|character||False
134|imperium||True
134|ultramarines||True
134|adeptus astartes||True
135|psyker||False
135|tigurius||False
135|primaris||False
135|character||False
135|librarian||False
135|chief librarian||False
135|infantry||False
135|imperium||True
135|ultramarines||True
135|adeptus astartes||True
136|priest||False
136|master of sanctity||False
136|cassius||False
136|character||False
136|chaplain||False
136|infantry||False
136|imperium||True
136|ultramarines||True
136|adeptus astartes||True
137|infantry||False
137|scout||False
137|character||False
137|sergeant telion||False
137|imperium||True
137|ultramarines||True
137|adeptus astartes||True
138|character||False
138|sergeant chronus||False
138|infantry||False
138|adeptus astartes||True
138|ultramarines||True
138|imperium||True
139|tyrannic war veterans||False
139|core||False
139|sternguard veteran squad||False
139|infantry||False
139|ultramarines||True
139|imperium||True
139|adeptus astartes||True
140|vehicle||False
140|terminus ultra||False
140|land raider||False
140|imperium||True
140|<chapter>||True
140|adeptus astartes||True
141|character||False
141|chapter master||False
141|primaris||False
141|high marshal helbrecht||False
141|infantry||False
141|adeptus astartes||True
141|imperium||True
141|black templars||True
142|character||False
142|primaris||False
142|emperor’s champion||False
142|infantry||False
142|imperium||True
142|adeptus astartes||True
142|black templars||True
143|master of sanctity||False
143|primaris||False
143|priest||False
143|chaplain||False
143|character||False
143|grimaldus||False
143|infantry||False
143|adeptus astartes||True
143|black templars||True
143|imperium||True
145|smokescreen||False
145|core||False
145|infantry||False
145|crusader squad||False
145|black templars||True
145|imperium||True
145|adeptus astartes||True
146|fly||False
146|jump pack||False
146|infantry||False
146|phobos||False
146|character||False
146|kayvaan shrike||False
146|primaris||False
146|chapter master||False
146|imperium||True
146|adeptus astartes||True
146|raven guard||True
147|infantry||False
147|vulkan he’stan||False
147|captain||False
147|character||False
147|imperium||True
147|salamanders||True
147|adeptus astartes||True
148|kor’sarro khan||False
148|infantry||False
148|character||False
148|primaris||False
148|captain||False
148|adeptus astartes||True
148|white scars||True
148|imperium||True
149|character||False
149|captain||False
149|biker||False
149|kor’sarro khan||False
149|imperium||True
149|white scars||True
149|adeptus astartes||True
150|infantry||False
150|damned legionnaires||False
150|adeptus astartes||True
150|imperium||True
150|legion of the damned||True
243|vehicle||False
243|titanic||False
243|building||False
243|fortress of redemption||False
243|transport||False
243|terrain||False
243|unaligned||True
373|honoured knight||False
373|infantry||False
373|terminator||False
373|kaldor draigo||False
373|psyk-out grenades||False
373|supreme grand master||False
373|character||False
373|psyker||False
373|sanctic astartes||True
373|imperium||True
373|grey knights||True
374|grand master voldus||False
374|infantry||False
374|terminator||False
374|psyk-out grenades||False
374|psyker||False
374|character||False
374|grand master||False
374|sanctic astartes||True
374|grey knights||True
374|imperium||True
374|wardmakers||True
375|terminator||False
375|grand master||False
375|psyk-out grenades||False
375|infantry||False
375|psyker||False
375|character||False
375|sanctic astartes||True
375|grey knights||True
375|<brotherhood>||True
375|imperium||True
376|brother-captain||False
376|psyker||False
376|character||False
376|psyk-out grenades||False
376|infantry||False
376|terminator||False
376|sanctic astartes||True
376|<brotherhood>||True
376|imperium||True
376|grey knights||True
377|infantry||False
377|terminator||False
377|brother-captain stern||False
377|psyk-out grenades||False
377|brother-captain||False
377|character||False
377|psyker||False
377|sanctic astartes||True
377|grey knights||True
377|imperium||True
377|wardmakers||True
378|psyk-out grenades||False
378|infantry||False
378|ancient||False
378|brotherhood ancient||False
378|terminator||False
378|psyker||False
378|character||False
378|sanctic astartes||True
378|imperium||True
378|<brotherhood>||True
378|grey knights||True
379|infantry||False
379|psyk-out grenades||False
379|character||False
379|brotherhood champion||False
379|psyker||False
379|sanctic astartes||True
379|grey knights||True
379|imperium||True
379|<brotherhood>||True
380|character||False
380|psyker||False
380|honoured knight||False
380|castellan crowe||False
380|infantry||False
380|psyk-out grenades||False
380|grey knights||True
380|sanctic astartes||True
380|imperium||True
380|purifier||True
381|strike squad||False
381|psyk-out grenades||False
381|psyker||False
381|infantry||False
381|core||False
381|imperium||True
381|sanctic astartes||True
381|grey knights||True
381|<brotherhood>||True
382|psyker||False
382|core||False
382|terminator||False
382|brotherhood terminator squad||False
382|infantry||False
382|psyk-out grenades||False
382|sanctic astartes||True
382|grey knights||True
382|<brotherhood>||True
382|imperium||True
383|psyk-out grenades||False
383|purifier squad||False
383|psyker||False
383|honoured knight||False
383|core||False
383|infantry||False
383|purifier||True
383|imperium||True
383|grey knights||True
383|sanctic astartes||True
384|psyk-out grenades||False
384|infantry||False
384|terminator||False
384|core||False
384|honoured knight||False
384|psyker||False
384|paladin squad||False
384|paladin||True
384|grey knights||True
384|imperium||True
384|sanctic astartes||True
385|character||False
385|psyker||False
385|honoured knight||False
385|terminator||False
385|infantry||False
385|paladin ancient||False
385|psyk-out grenades||False
385|imperium||True
385|paladin||True
385|grey knights||True
385|sanctic astartes||True
386|character||False
386|psyker||False
386|terminator||False
386|apothecary||False
386|brotherhood apothecary||False
386|psyk-out grenades||False
386|infantry||False
386|sanctic astartes||True
386|grey knights||True
386|<brotherhood>||True
386|imperium||True
387|interceptor squad||False
387|teleporter||False
387|psyker||False
387|psyk-out grenades||False
387|infantry||False
387|core||False
387|sanctic astartes||True
387|grey knights||True
387|imperium||True
387|<brotherhood>||True
388|psyker||False
388|purgation squad||False
388|psyk-out grenades||False
388|infantry||False
388|core||False
388|imperium||True
388|sanctic astartes||True
388|grey knights||True
388|<brotherhood>||True
389|teleporter||False
389|nemesis dreadknight||False
389|vehicle||False
389|psyker||False
389|core||False
389|sanctic astartes||True
389|grey knights||True
389|<brotherhood>||True
389|imperium||True
390|smokescreen||False
390|vehicle||False
390|dreadnought||False
390|psyker||False
390|core||False
390|sanctic astartes||True
390|grey knights||True
390|imperium||True
390|<brotherhood>||True
391|land raider||False
391|machine spirit||False
391|smokescreen||False
391|vehicle||False
391|transport||False
391|sanctic astartes||True
391|grey knights||True
391|<brotherhood>||True
391|imperium||True
392|assault launchers||False
392|machine spirit||False
392|land raider crusader||False
392|land raider||False
392|transport||False
392|vehicle||False
392|smokescreen||False
392|imperium||True
392|<brotherhood>||True
392|grey knights||True
392|sanctic astartes||True
393|assault launchers||False
393|land raider redeemer||False
393|machine spirit||False
393|land raider||False
393|transport||False
393|smokescreen||False
393|vehicle||False
393|imperium||True
393|<brotherhood>||True
393|grey knights||True
393|sanctic astartes||True
395|razorback||False
395|transport||False
395|vehicle||False
395|smokescreen||False
395|imperium||True
395|<brotherhood>||True
395|grey knights||True
395|sanctic astartes||True
396|transport||False
396|rhino||False
396|vehicle||False
396|smokescreen||False
396|<brotherhood>||True
396|imperium||True
396|sanctic astartes||True
396|grey knights||True
397|servitors||False
397|infantry||False
397|sanctic astartes||True
397|grey knights||True
397|<brotherhood>||True
397|imperium||True
398|stormraven gunship||False
398|machine spirit||False
398|fly||False
398|transport||False
398|aircraft||False
398|vehicle||False
398|sanctic astartes||True
398|grey knights||True
398|<brotherhood>||True
398|imperium||True
399|brotherhood techmarine||False
399|infantry||False
399|character||False
399|psyker||False
399|psyk-out grenades||False
399|techmarine||False
399|imperium||True
399|sanctic astartes||True
399|grey knights||True
399|<brotherhood>||True
400|honoured knight||False
400|psyker||False
400|venerable dreadnought||False
400|vehicle||False
400|smokescreen||False
400|core||False
400|dreadnought||False
400|grey knights||True
400|sanctic astartes||True
400|imperium||True
402|coldstar||False
402|infantry||False
402|marker drone||False
402|commander||False
402|jet pack||False
402|drone||False
402|character||False
402|gun drone||False
402|shield drone||False
402|battlesuit||False
402|fly||False
402|t’au empire||True
402|<sept>||True
403|drone|drones|False
403|gun drone|gun drone|False
403|tactical drones|drones|False
403|shield drone|shield drone|False
403|markerlight|marker drone|False
403|fly|drones|False
403|marker drone|marker drone|False
403|<sept>||True
403|t’au empire||True
404|infantry||False
404|fly||False
404|ethereal||False
404|shield drone||False
404|gun drone||False
404|character||False
404|drone||False
404|marker drone||False
404|<sept>||True
404|t’au empire||True
405|infantry||False
405|photon grenades||False
405|markerlight||False
405|cadre fireblade||False
405|shield drone||False
405|gun drone||False
405|character||False
405|drone||False
405|marker drone||False
405|<sept>||True
405|t’au empire||True
406|fly||False
406|battlesuit||False
406|farsight||False
406|character||False
406|jet pack||False
406|commander||False
406|infantry||False
406|t’au empire||True
406|farsight enclaves||True
407|drone|advanced guardian drone|False
407|command-link drone|command-link drone|False
407|commander|shadowsun|False
407|fly|command-link drone|False
407|fly|shadowsun|False
407|infantry|shadowsun|False
407|drone|command-link drone|False
407|character|shadowsun|False
407|fly|advanced guardian drone|False
407|shadowsun|shadowsun|False
407|supreme commander|shadowsun|False
407|battlesuit|shadowsun|False
407|jet pack|shadowsun|False
407|advanced guardian drone|advanced guardian drone|False
407|t’au sept||True
407|t’au empire||True
408|ethereal||False
408|aun’shi||False
408|character||False
408|infantry||False
408|t’au empire||True
408|vior’la||True
409|character|aun’va|False
409|ethereal|aun’va|False
409|infantry|aun’va|False
409|aun’va|aun’va|False
409|ethereal guard|ethereal guard|False
409|infantry|ethereal guard|False
409|t’au empire||True
409|t’au sept||True
410|markerlight||False
410|character||False
410|darkstrider||False
410|photon grenades||False
410|infantry||False
410|t’au sept||True
410|t’au empire||True
411|strike team||False
411|photon grenades||False
411|fire warrior team||False
411|markerlight||False
411|shield drone||False
411|gun drone||False
411|drone||False
411|marker drone||False
411|core||False
411|guardian drone||False
411|infantry||False
411|t’au empire||True
411|<sept>||True
412|fire warrior team||False
412|breacher team||False
412|photon grenades||False
412|markerlight||False
412|gun drone||False
412|shield drone||False
412|drone||False
412|marker drone||False
412|core||False
412|guardian drone||False
412|infantry||False
412|t’au empire||True
412|<sept>||True
413|kroot carnivores||False
413|t’au auxiliary||False
413|infantry||False
413|kroot||True
413|t’au empire||True
414|krootox rider||False
414|t’au auxiliary||False
414|cavalry||False
414|t’au empire||True
414|kroot||True
415|beasts||False
415|t’au auxiliary||False
415|kroot hounds||False
415|kroot||True
415|t’au empire||True
416|character||False
416|t’au auxiliary||False
416|infantry||False
416|kroot shaper||False
416|kroot||True
416|t’au empire||True
417|core||False
417|marker drone||False
417|jet pack||False
417|drone||False
417|stealth battlesuits||False
417|gun drone||False
417|shield drone||False
417|battlesuit||False
417|fly||False
417|infantry||False
417|t’au empire||True
417|<sept>||True
418|infantry||False
418|core||False
418|fly||False
418|battlesuit||False
418|drone||False
418|jet pack||False
418|crisis||False
418|counterfire defence system||False
418|marker drone||False
418|gun drone||False
418|shield drone||False
418|t’au empire||True
418|<sept>||True
419|core||False
419|crisis bodyguards||False
419|infantry||False
419|fly||False
419|battlesuit||False
419|shield drone||False
419|gun drone||False
419|drone||False
419|jet pack||False
419|crisis||False
419|counterfire defence system||False
419|marker drone||False
419|t’au empire||True
419|<sept>||True
420|stealth drone|stealth drone|False
420|vehicle|ghostkeel|False
420|fly|ghostkeel|False
420|ghostkeel battlesuit|ghostkeel|False
420|drone|stealth drone|False
420|jet pack|ghostkeel|False
420|fly|stealth drone|False
420|battlesuit|ghostkeel|False
420|t’au empire||True
420|<sept>||True
421|fly||False
421|battlesuit||False
421|vehicle||False
421|jet pack||False
421|riptide battlesuit||False
421|counterfire defence system||False
421|<sept>||True
421|t’au empire||True
422|infantry||False
422|core||False
422|marker drone||False
422|drone||False
422|recon drone||False
422|gun drone||False
422|shield drone||False
422|photon grenades||False
422|pulse accelerator drone||False
422|grav-inhibitor drone||False
422|markerlight||False
422|pathfinder team||False
422|fire warrior team||False
422|neuroweb system jammer||False
422|<sept>||True
422|t’au empire||True
423|piranhas|piranhas|False
423|fly|piranhas|False
423|vehicle|piranhas|False
423|drone|gun drones|False
423|fly|gun drones|False
423|gun drones|gun drones|False
423|<sept>||True
423|t’au empire||True
424|gun drone|gun drones|False
424|transport|devilfish|False
424|devilfish|devilfish|False
424|drone|gun drones|False
424|vehicle|devilfish|False
424|fly|gun drones|False
424|fly|devilfish|False
424|t’au empire||True
424|<sept>||True
425|fly||False
425|vehicle||False
425|razorshark strike fighter||False
425|aircraft||False
425|<sept>||True
425|t’au empire||True
426|drone|interceptor drones|False
426|markerlight|sun shark bomber|False
426|sun shark bomber|sun shark bomber|False
426|aircraft|sun shark bomber|False
426|fly|interceptor drones|False
