wargear_id|line|name|Range|type|S|AP|D|abilities
18|1|kustom mega-kannon|"36"""|heavy d6|8|-3|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
19|1|kustom mega-slugga|"12"""|pistol d3|8|-3|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
20|1|kustom shoota|"18"""|dakka 6/4|4|0|1|
21|1|lobba|"48"""|heavy d6|5|0|1|"<span class=""tooltip00881"" data-tooltip-content=""#tooltip_content00881""><span class=""tt kwbu"">indirect</span> <span class=""tt kwbu"">fire</span></span>. <a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. this weapon can target units that are not visible to the bearer."
22|1|pair of rokkit pistols|"12"""|pistol 2|7|-2|d3|
23|1|rack of rokkits|"24"""|assault 2|8|-2|3|
24|1|standard|"24"""|heavy 3|7|-3|2|
24|2|supercharge|"24"""|heavy 3|8|-3|3|"each time the bearer shoots, if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for an attack with this weapon profile, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
25|1|rokkit launcha|"24"""|heavy d3|8|-2|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
26|1|shokk attack gun|"60"""|heavy d6|*|-5|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. each time this weapon is selected to shoot with, roll 2d6 to determine the strength of all its attacks: on an 11+, each successful hit inflicts d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> on the target in addition to any normal damage."
27|1|shoota|"18"""|dakka 3/2|4|0|1|
28|1|skorcha|"12"""|assault d6|5|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
29|1|skorcha missile racks|"36"""|assault 2d6|6|-2|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. each time an attack is made with this weapon, the target does not receive the <a href=""/wh40k9ed/the-rules/core-rules/#terrain-and-cover"">benefits of cover</a> against that attack."
30|1|slugga|"12"""|pistol 1|4|0|1|
31|1|smasha gun|"48"""|heavy d3|8|-4|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
32|1|snazzgun|"24"""|heavy 3|6|-2|2|
34|1|stikkbombz|"8"""|grenade d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
35|1|stikkbomb flinga|"12"""|assault 2d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
36|1|supa-shoota|"36"""|dakka 6/4|6|-1|1|
37|1|supa-gatler|"48"""|dakka 24/16|7|-2|1|
38|1|supa-rokkits|"100"""|heavy d6|8|-3|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
39|1|tankbusta bomb|"6"""|grenade d3|8|-2|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
40|1|tellyport blasta|"12"""|assault d6|8|-2|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
41|1|tellyport mega-blasta|"24"""|assault d6|9|-2|d3+3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
42|1|traktor kannon|"48"""|heavy 1|8|-2|d3+3|"each time an attack is made with this weapon:<br><ul><li>against a <span class=""kwb"">vehicle</span> unit that can <a href=""/wh40k9ed/the-rules/core-rules/#flying""><span class=""kwb"">fly</span></a>, that attack has a damage characteristic of d6+3.</li><li>against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, add 2 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>.</li><li>against a non-<span class=""kwb"">aircraft</span> unit, add 1 to that attack’s hit roll.</li></ul>"
43|1|twin big shoota|"36"""|dakka 10/6|5|0|1|
44|1|wazbom mega-kannon|"36"""|heavy d3|10|-3|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
45|1|zzap gun|"36"""|heavy 1|*|-3|3|"each time this weapon is selected to shoot with, roll 2d6 to determine the strength of all its attacks: on an 11+, each successful hit inflicts d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> on the target in addition to any normal damage, and the bearer suffers 1 mortal wound."
46|1|big choppa|melee|melee|+2|-1|2|
47|1|burna (melee)|melee|melee|user|-2|1|
48|1|choppa|melee|melee|user|-1|1|each time the bearer fights, it makes 1 additional attack with this weapon.
49|1|deff rolla|melee|melee|+1|-2|2|each time an attack is made with this weapon, treat the bearer as having a weapon skill characteristic of 2+.
50|1|dread klaw|melee|melee|x2|-3|3|each time the bearer fights, it makes 1 additional attack with this weapon.
51|1|grabba stikk|melee|melee|+1|0|1|each time the bearer fights, it makes 1 additional attack with this weapon.
52|1|grabbin’ klaw|melee|melee|user|-3|2|each time the bearer fights, it makes 1 additional attack with this weapon and no more than 1 attack can be made with this weapon.
53|1|grot-prod|melee|melee|+2|-1|1|
54|1|kan klaw|melee|melee|+3|-3|3|
55|1|killsaw|melee|melee|x2|-4|d3|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>. each time the bearer fights, if it is equipped with 2 killsaws, it makes 1 additional attack with this weapon."
56|1|crush|melee|melee|x2|-4|6|
56|2|smash|melee|melee|user|-2|2|"each time an attack is made with this weapon profile, make 3 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
58|1|smash|melee|melee|x2|-5|9|
58|2|slash|melee|melee|user|-2|3|"each time an attack is made with this weapon profile, make 3 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
59|1|mork’s teeth|melee|melee|user|-2|2|
60|1|power klaw|melee|melee|x2|-3|2|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
61|1|power stabba|melee|melee|user|-2|1|
62|1|spinnin’ blades|melee|melee|+1|-1|1|"each time an attack is made with this weapon, make 3 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1."
63|1|tankhammer|melee|melee|-|-|-|"each time the bearer fights, it can only make 1 attack with this weapon. if that attack hits, the target unit suffers d6 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> and the bearer is destroyed."
64|1|’urty syringe|melee|melee|2|0|1|"each time the bearer fights, it makes 1 additional attack with this weapon. each time an attack is made with this weapon, unless the target is a <span class=""kwb"">vehicle</span> or <span class=""kwb"">titanic</span> unit, that attack always wounds on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 2+."
65|1|da vulcha’s klaws|melee|melee|+2|-3|2|
66|1|waaagh! banner|melee|melee|+2|0|2|
67|1|weirdboy staff|melee|melee|+3|-1|d3|
68|1|wreckin’ ball|melee|melee|+2|-1|2|each time the bearer fights, it makes 1 additional attack with this weapon and no more than 1 attack can be made with this weapon.
69|1|attack squig|melee|melee|4|-1|1|each time the bearer fights, it makes 2 additional attacks with this weapon and no more than 2 attacks can be made with this weapon.
70|1|killkannon|"24"""|heavy d6|8|-2|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
72|1|da pain klaw|melee|melee|x2|-4|d3|"each time an attack is made with this weapon against an <span class=""kwb"">infantry</span> or <span class=""kwb"">monster</span> unit, an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 6 inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> on the target in addition to the normal damage."
73|1|mek arms|melee|melee|x2|0|2|each time the bearer fights, it makes 2 additional attacks with this weapon and no more than 2 attacks can be made with this weapon.
75|1|gorin’ horns|melee|melee|user|-3|d6|
78|1|rattler kannon|"24"""|heavy d6|6|-2|1|
81|1|lifta-droppa|"48"""|heavy d6|-|-|-|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. each time an attack is made with this weapon, that attack automatically hits the target. each time this weapon hits, roll 2d6 instead of <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">rolling to wound</a>: if the result is equal to or greater than the target’s highest strength characteristic, the target suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a>."
82|1|supa-kannon|"60"""|heavy 2d6|8|-2|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
87|1|giga shoota|"48"""|heavy 30|6|-2|1|"each time an attack is made with this weapon against a target within half range, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
88|1|bursta kannon|"36"""|heavy 3d6|10|-3|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. each time an attack is made with this weapon against a target within half range, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
89|1|gaze of mork|"18"""|heavy 3|12|-4|6|
90|1|belly gun|"36"""|heavy 3d6|8|-2|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
93|1|huge tusks|melee|melee|user|-4|d3+3|
94|1|assault bolter|"18"""|assault 3|5|-1|1|
95|1|assault cannon|"24"""|heavy 6|6|-1|1|
96|1|frag grenade|"30"""|assault d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
96|2|krak grenade|"30"""|assault 1|6|-1|d3|
97|1|astartes shotgun|"18"""|assault 2|4|0|1|
98|1|bolt pistol|"12"""|pistol 1|4|0|1|
99|1|bolt rifle|"30"""|rapid fire 1|4|-1|1|
100|1|boltgun|"24"""|rapid fire 1|4|0|1|
101|1|boltstorm gauntlet (shooting)|"18"""|pistol 3|4|-1|1|
102|1|centurion missile launcher|"36"""|assault d3|8|-2|d3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
103|1|cerberus launcher|"18"""|heavy d6|4|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
104|1|combi-bolter|"24"""|rapid fire 2|4|0|1|
105|1|boltgun|"24"""|rapid fire 1|4|0|1|
105|2|flamer|"12"""|assault d6|4|0|1|each time an attack is made with this weapon profile, that attack automatically hits the target.
106|1|boltgun|"24"""|rapid fire 1|4|0|1|
106|2|grav-gun|"18"""|rapid fire 1|5|-3|1|each time an attack made with this weapon profile is allocated to a model with a save characteristic of 3+ or better, that attack has a damage characteristic of 2.
107|1|boltgun|"24"""|rapid fire 1|4|0|1|
107|2|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon profile targets a unit within half range, that attack has a damage characteristic of d6+2.
108|1|boltgun|"24"""|rapid fire 1|4|0|1|
108|2|plasma gun (standard)|"24"""|rapid fire 1|7|-3|1|
108|3|plasma gun (supercharge)|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
109|1|conversion beamer|"42"""|heavy d3|6|0|1|when resolving an attack made with this weapon against a unit that is not within half range, this weapon has a strength characteristic of 8, an armour penetration characteristic of -1, and a damage characteristic of 2 for that attack.
110|1|frag missile|"36"""|heavy 2d6|4|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
110|2|krak missile|"36"""|heavy 2|8|-2|d6|
111|1|deathwind launcher|"12"""|heavy d6|5|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
112|1|demolisher cannon|"24"""|heavy d6|10|-3|d6|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
113|1|boltgun|"24"""|rapid fire 1|4|0|1|
113|2|disintegration gun|"18"""|rapid fire 1|5|-3|d6|
114|1|disintegration pistol|"9"""|pistol 1|5|-3|d6|
115|1|flamer|"12"""|assault d6|4|0|1|each time an attack is made with this weapon, that attack automatically hits the target.
116|1|flamestorm cannon|"12"""|heavy d6|6|-2|2|each time an attack is made with this weapon, that attack automatically hits the target.
117|1|frag grenades|"6"""|grenade d6|3|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
118|1|grav-pistol|"12"""|pistol 1|5|-3|1|each time an attack made with this weapon is allocated to a model with a save characteristic of 3+ or better, that attack has a damage characteristic of 2.
119|1|grav-cannon and grav-amp|"24"""|heavy 4|5|-3|1|when resolving an attack made with this weapon against a unit with a save characteristic of 3+ or better, this weapon has a damage characteristic of d3 for that attack.
120|1|grav-gun|"18"""|rapid fire 1|5|-3|1|each time an attack made with this weapon is allocated to a model with a save characteristic of 3+ or better, that attack has a damage characteristic of 2.
121|1|grenade harness|"12"""|assault d6|4|-1|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
122|1|heavy bolter|"36"""|heavy 3|5|-1|2|
123|1|heavy flamer|"12"""|heavy d6|5|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
124|1|standard|"36"""|heavy d3|7|-3|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
124|2|supercharge|"36"""|heavy d3|8|-3|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. each time an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
125|1|hunter-killer missile|"48"""|heavy 1|10|-2|d6|the bearer can only shoot with each hunter-killer missile it is equipped with once per battle.
126|1|hurricane bolter|"24"""|rapid fire 6|4|0|1|
127|1|icarus stormcannon|"48"""|heavy 3|7|-1|2|"each time an attack is made with this weapon against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, make 2 <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> instead of 1 and add 1 to both those hit rolls."
128|1|kheres-pattern assault cannon|"24"""|heavy 6|7|-1|1|
129|1|krak grenades|"6"""|grenade 1|6|-1|d3|
130|1|las-talon|"24"""|heavy 2|9|-3|d6|
131|1|lascannon|"48"""|heavy 1|9|-3|d6|
132|1|master-crafted auto bolt rifle|"24"""|assault 3|4|0|2|
133|1|master-crafted boltgun|"24"""|rapid fire 1|4|-1|2|
135|1|meltagun|"12"""|assault 1|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
136|1|frag missile|"48"""|heavy d6|4|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
136|2|krak missile|"48"""|heavy 1|8|-2|d6|
137|1|multi-melta|"24"""|heavy 2|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
139|1|standard|"18"""|assault 2|7|-3|1|
139|2|supercharge|"18"""|assault 2|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
140|1|standard|"36"""|heavy d3|7|-3|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
140|2|supercharge|"36"""|heavy d3|8|-3|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
141|1|standard|"12"""|assault 1|7|-3|1|
141|2|supercharge|"12"""|assault 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
142|1|standard|"24"""|rapid fire 1|7|-3|1|
142|2|supercharge|"24"""|rapid fire 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
143|1|standard|"30"""|rapid fire 1|7|-4|1|
143|2|supercharge|"30"""|rapid fire 1|8|-4|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
144|1|standard|"12"""|pistol 1|7|-3|1|
144|2|supercharge|"12"""|pistol 1|8|-3|2|"if any unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon."
145|1|predator autocannon|"48"""|heavy 2d3|7|-1|3|
146|1|reaper autocannon|"36"""|heavy 4|7|-2|1|
147|1|skyhammer missile launcher|"60"""|heavy 3|7|-1|d3|"each time an attack is made with this weapon against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
148|1|skyspear missile launcher|"60"""|heavy 1|9|-3|d6|"each time an attack is made with this weapon against an <a href=""/wh40k9ed/the-rules/core-rules/#aircraft""><span class=""kwb"">aircraft</span></a> unit, add 2 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>. each time an attack made with this weapon is allocated to an <span class=""kwb"">aircraft</span> model, that attack has a damage characteristic of d6+6."
149|1|scout sniper rifle|"36"""|heavy 1|4|-1|1|"each time you select a target for this weapon, you can ignore the <a href=""/wh40k9ed/the-rules/core-rules/#look-out-sir"">look out, sir</a> rule. each time an attack is made with this weapon, an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 6 inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> on the target in addition to any normal damage."
150|1|special issue boltgun|"30"""|rapid fire 1|4|-2|1|
151|1|storm bolter|"24"""|rapid fire 2|4|0|1|
152|1|stormstrike missile launcher|"72"""|heavy 1|8|-3|3|
153|1|thunderfire cannon|"60"""|heavy 4d3|4|0|1|"<span class=""tooltip00881"" data-tooltip-content=""#tooltip_content00881""><span class=""tt kwbu"">indirect</span> <span class=""tt kwbu"">fire</span></span>. <a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. this weapon can target units that are not visible to the bearer."
154|1|twin assault cannon|"24"""|heavy 12|6|-1|1|
155|1|twin autocannon|"48"""|heavy 4|7|-1|2|
156|1|twin boltgun|"24"""|rapid fire 2|4|0|1|
157|1|twin heavy bolter|"36"""|heavy 6|5|-1|2|
158|1|twin heavy flamer|"12"""|heavy 2d6|5|-1|1|each time an attack is made with this weapon, that attack automatically hits the target.
159|1|standard|"36"""|heavy 2d3|7|-3|2|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
159|2|supercharge|"36"""|heavy 2d3|8|-3|3|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>.  each time an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> after shooting with this weapon."
160|1|twin lascannon|"48"""|heavy 2|9|-3|d6|
161|1|twin multi-melta|"24"""|heavy 4|8|-4|d6|each time an attack made with this weapon targets a unit within half range, that attack has a damage characteristic of d6+2.
162|1|standard|"24"""|rapid fire 2|7|-3|1|
162|2|supercharge|"24"""|rapid fire 2|8|-3|2|"on a <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a> of 1, the bearer is slain after all of this weapon’s shots have been resolved."
163|1|frag missile|"48"""|heavy 2d6|4|0|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
163|2|krak missile|"48"""|heavy 2|8|-2|d6|
164|1|volkite charger|"20"""|heavy 2|5|0|2|"each time an attack is made with this weapon, an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 6 inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wound</a> on the target in addition to any normal damage."
165|1|whirlwind castellan launcher|"72"""|heavy 2d6|6|0|1|"<span class=""tooltip00881"" data-tooltip-content=""#tooltip_content00881""><span class=""tt kwbu"">indirect</span> <span class=""tt kwbu"">fire</span></span>. <a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. this weapon can target units that are not visible to the bearer."
166|1|whirlwind vengeance launcher|"72"""|heavy 2d3|7|-1|2|"<span class=""tooltip00881"" data-tooltip-content=""#tooltip_content00881""><span class=""tt kwbu"">indirect</span> <span class=""tt kwbu"">fire</span></span>. <a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>. this weapon can target units that are not visible to the bearer."
167|1|wrist-mounted grenade launcher|"12"""|assault d3|4|-1|1|"<a href=""/wh40k9ed/the-rules/core-rules/#blast-weapons"">blast</a>"
168|1|boltstorm gauntlet (melee)|melee|melee|x2|-3|2|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
169|1|chainfist|melee|melee|x2|-4|d3|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>, and if that attack is allocated to a <span class=""kwb"">vehicle</span> model, that attack has a damage characteristic of 3."
170|1|chainsword|melee|melee|user|0|1|when the bearer fights, it makes 1 additional attack with this weapon.
171|1|champion’s blade|melee|melee|user|-2|1|when the bearer fights, it makes 1 additional attack with this weapon.
172|1|combat knife|melee|melee|user|0|1|each time the bearer fights, it makes 1 additional attack with this weapon.
173|1|crozius arcanum|melee|melee|+2|-1|2|
175|1|dreadnought combat weapon|melee|melee|x2|-3|3|
176|1|eviscerator|melee|melee|+3|-4|2|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
177|1|force axe|melee|melee|+2|-2|d3|
178|1|force stave|melee|melee|+3|-1|d3|
179|1|force sword|melee|melee|+1|-3|d3|
180|1|lightning claw|melee|melee|user|-2|1|"each time the bearer fights, it makes 1 additional attack with this weapon. each time an attack is made with this weapon, you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a>."
181|1|master-crafted power sword|melee|melee|+1|-3|2|
182|1|power axe|melee|melee|+2|-2|1|
183|1|power fist|melee|melee|x2|-3|2|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
184|1|power lance|melee|melee|+2|-1|1|
185|1|power maul|melee|melee|+3|-1|1|
186|1|power sword|melee|melee|+1|-3|1|
187|1|relic blade|melee|melee|+3|-3|2|
188|1|seismic hammer|melee|melee|x2|-4|5|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
189|1|servo-arm|melee|melee|x2|-2|3|each time the bearer fights, no more than one attack can be made with each servo-arm.
190|1|siege drills|melee|melee|x2|-4|3|
191|1|thunder hammer|melee|melee|x2|-2|3|"each time an attack is made with this weapon, subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-hit-roll"">hit roll</a>."
196|1|hand of dominion (shooting)|"24"""|rapid fire 3|6|-1|2|
197|1|the emperor’s sword|melee|melee|+2|-4|3|"when resolving an attack made with this weapon, an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-wound-roll"">wound roll</a> of 6 inflicts d3 <a href=""/wh40k9ed/the-rules/core-rules/#mortal-wounds"">mortal wounds</a> on the target in addition to any other damage."
198|1|hand of dominion (melee)|melee|melee|x2|-3|4|
199|1|fist of dorn|melee|melee|+6|-3|3|
200|1|dorn’s arrow|"24"""|assault 4|4|-1|2|
201|1|gauntlets of ultramar (shooting)|"24"""|rapid fire 2|4|-1|2|
202|1|gauntlets of ultramar (melee)|melee|melee|x2|-3|d3|
